,summary,severity
692,PDE plugin container doesn't consider reexports anymore,major
693,Duplicate mneumonic in lauch config dialog,trivial
694,DBCS3.1 : Feature Project can't import and display DBCS name Features,major
695,Glitches in saving workspace state and switching targets,critical
696,Triple notification when a new plugin project gets created,critical
697,First few characters of Application and Product ID CCombos not visible in Product editor,minor
698,can't compile pde.core,major
699,Clean/Build after plugin import,major
700,Feature appears twice in the feature selection dialog,major
701,PRE_CLOSE listener attempting to modify tree.,major
702,The addition of an extension or extension-point must set the singleton directive,critical
703,Column widths in the Error Log view are all zero,major
704,NPE when creating extension point schema with PDE wizard,critical
705,Filtering out what is copied to the plugin jar,minor
706,can't launch product that uses 0.0.0 version numbers,major
709,"""Add Required Plug-ins"" in product editor not working",major
710,Product editor: product id and application values are truncated on initial display,minor
711,"NPE adding dependency, after plug-in rename",major
712,Empty plug-in dependencies view shows its title in the content description area,trivial
714,Copy / Paste with keyboard doesn't work in form editors,major
715,Source plugins are not marked as singleton,major
716,Can't do cross platform export,major
717,Can't run a single PDE-plugin test anymore,major
718,plugin.xml validation cannot find referenced inner classes,minor
719,Target Platform preference page causes changes in installed JRE not to be saved properly,major
720,NPE while creating Hello World Action set via Wizard,major
721,PDE generates to strict access restrictions,critical
722,Error while converting plugin to OSGi bundle,critical
723,can't run JUnit Plugin tests with RC1,blocker
724,[readme] Export  |  Deployable plug-ins and fragments silently drops .class files with long paths,major
725,manifest editor fails in Turkish Locale,major
726,Latest versions of org.eclipse.releng.basebuilder or pde.build break packager,critical
728,D1.15 text entry fields need more lines,trivial
729,"hung opening ""open type dialog""",major
730,"Plugin Runtime page, exception when click the classpath",major
732,PDE export compile not honoring 5.0 source option,critical
733,NoClassDefFoundError when adding new package to exported jar in 'ancestor' plugin.,major
734,missing component.xml coverage for PDE plug-ins,critical
735,Manifest Editor Exception,major
736,Exporting multiple features does not include all plugins in the target directory,major
738,cannot open an external feature from the features editor,critical
739,UI Tweak - Build Page UI,trivial
740,Can't launch target anymore,blocker
741,Launching Eclipse Application fails due to invalid platform.xml,critical
742,GB18030: DBCS chars are replaced by question marks in Plug-in Manifest Editor,major
746,Setting Plug In source and target settings to 1.5 (5.0) have no effect,major
747,wierd cut&paste behaviour in text widgets,minor
748,generate build script by right clicking on a plugin generates invalid classpath,major
749,import as source project creates invalid project,critical
750,Specifying executable name creates corrupt launcher,critical
751,Exported 3.0 RCP eclipse.exe doesn't read vm argsf from eclipse.ini file,major
752,[IDE] [Contributions] [ActionSets] Cannot select a configuration  when exporting an Eclipse product,major
754,Eclipse application launch configuration file format should be platform independent,major
755,force a synchronization with the plugin.xml when the product definition changes,major
757,mac branding incorrect when the laucher name is unchanged,critical
758,Open Type dialog: Working Set filter not working,major
759,dynamic-classpaths.htm missing CSS link,trivial
760,launch configs with plug-ins not portable across platforms,major
761,OS names in generated files are incorrect,critical
762,keyword 'colors' does not reveal 'Editors' preference page,trivial
763,Simple change causes unrelated CHKPII errors when using schema editor,major
764,[logview] LogReader does not read in multi-line messages,trivial
767,New Project Wizard creating RCP App crashes with NPE,major
768,Launcher icon ignored in product export for RC4,major
769,<launcher>.ini being ignored,minor
771,Hang during startup,major
773,Livelock while initializing classpath container in two threads,major
774,Plug-In Dependencies broken after Eclipse restart,major
775,Incorrect Bundle-Activator in Manifest.mf causes load problems,major
776,Plug-in deployment problem,critical
777,Plug-in deployment problem,critical
779,PDE doesn't put exported JARs of library plugins on 'Java Build Path',major
780,PDE doesn't find existing library plugin JAR in 'Java Build Path' of dependant plugin,major
781,TVT 3.1 - TCT 411 - Truncated Text,major
782,Product export doesn't export a working product,major
783,plugin.xml editor cannot handle nl'ed paths,major
784,Plugin singleton instance code generation incorrect,minor
785,TVT 3.1: TCT 536 - PDE New Project Wizard Plug-in Content page has duplicating mnemonics,minor
786,"TVT 3.1 - TCT 557 - ""plug-in"" is not externalized in plug-in projects",major
787,[Model] Browsing for a config.ini in a workspace with many closed projects causes error,major
788,generated unzipper.xml does not work correctly (-x /features),major
790,Generated build.xml misses java runtime libraries.,major
791,export of plugin fail because of missing eclipse libs,major
792,Dups from (Eclipse)ClassLoader.getResources(String),major
793,javadoc not appendable,major
794,"editing a plugin.xml located in subfolder of a plugin project, edits the MANIFEST.MF at the root",minor
795,LogView class returning null LogEntry objects,major
796,Plug-in Dependencies not properly adjusted when fragment project opened/closed,major
797,Working Set based on Plugins shows nothing,major
799,New API package is not listed in the manifest.mf,critical
800,Exporting a Plu-in .. NoClassDefFoundException,major
802,"In example XML editor, the field XML_DEFAULT is defined in XMLPartitionScanner but not used",trivial
804,Feature synchronize breaks plugin manifest,major
806,PDE cannot use a non-jar jdt.ui,minor
809,Site build tries to build old version of feature,major
810,PDE editor seems to improperly process extension points defined in fragments,major
813,Feature and Site projects mix up feature's version number,major
814,Plugin not found during update site build,critical
815,Problems when moving classes across plugins.,major
817,Typo in update classpaths job name,minor
819,[Eclipse Forms] Switching from product configuration from plug-in to feature looses the content of the other pages from the editor,critical
821,unaccessible package private classes and methods are not shown as an error by the compiler,major
823,command line PDE build cann't find plugin,major
824,NullPointerException in import wizard,major
825,External plug-in import results in NPE,critical
826,Update classpath: spelling mistake,minor
827,Eclipse product dialog is too large,major
828,'up' button in plugin.xml editor trashes the xml,major
829,jar arhiver windows noerror excludes classes from arhive,major
830,3.2M4 newWizards/importWizards/exportWizards not available,major
831,[Feature][Export][Wizard]Feature Export is Disabled,major
832,Target Editor does not update remove/remove all buttons correctly,trivial
833,Inconsistent tab height of views with large icons...,major
834,Generated calls to javac should include compiler attribute as build.compiler Ant property,minor
835,"feature ""missing required source folder 'src'""",major
836,Plugin Dependencies classpath container missing when converting a project to plug-in project,major
837,PDE Target Location doesn't have a clear way to reset location,minor
838,Warning in plug-in generated from template,minor
839,Have to remove one plugin at a time from dependencies,minor
841,New Extension dialog should give default focus to filter text field,minor
842,PDE build and JAR'd plugins,major
843,Esc in field dirties manifest editor,minor
844,Method moving adds tab characters,minor
845,Downstream plugin.xmls not rechecked when extension point deleted,major
847,Plugin exporter compiles against wrong version of required plugin,major
848,Can't generate source plugin if target already contains it,major
849,Plug-in export skips long files,critical
850,SWTException: Widget is disposed creating new extension,major
851,StringIndexOutOfBoundsException opening MANIFEST.MF,major
852,[target] editor does not pick up correct plugins/features,major
853,"should ""mark internal"" default filter be *.internal*",minor
855,Unable to add extra dependencies to an RCP project,major
857,Write access problems with multi platform delta pack installed,major
858,Export of product to solaris produces corrupt executable file,critical
859,Deadlock deleting plugin project,critical
860,"Manifest editor: Selecting ""Activate this plug-in when one its classes is loaded"" clears unsaved changes in Manifest.MF",minor
861,It is impossible to set an editor without an icon,minor
862,"UI problems in JRE block on PDE launch config ""Main"" tab",trivial
865,Ant copy task hosing permissions and symbolic links,critical
866,Plugin dependencies corrupted when deleting one of two plugins with same ID,major
867,Extension points declared in fragments get wrong namespace,critical
868,Description text lost on focus change,major
869,"Can't compile plugin with ""Import-Package:"" PDE container incomplete",critical
870,"Cannot launch an ""Eclipse Application"" without the -ws argument",major
871,JUnit's assertions preference affects Eclipse Runtime launch config,major
872,Exported deployable plugin is missing classes,major
873,Fragments no longer have access to hosts dependencies,major
874,PDE showing inappropriate access restrictions,major
875,export to multiple plateforms problem (not correctly generated),major
876,"Spurious warning ""does not have a matching end tag"" about quoted pointy brackets in documentation",minor
877,PDE content type IDs changed,critical
878,[Schema][Editors] StackOverflowError in schema editor,major
879,NPE launching a new Eclipse launch,critical
880,Error about extraneous empty line,major
881,"Fragments have ""Host bundle 'xxx' exists but is unresolved""",major
882,plugin dependency validation is broken,major
884,Patch to accomodate for changes due to JUnit4 support,major
885,"""Features"" list box in product editor not popluated with feature after clicking ""New Feature..."" button",minor
886,"Confusing warning message 'A ""source.."" build entry is missing'",minor
887,"Need for ""add dependencies"" of new ""Automated Management of Dependencies"" easy to miss",major
888,"Creating a Rich Client Cheat sheet, Customize product step is not Linux friendly",minor
889,cannot export multiple plugin dependending on each others when they don't have the same level of nesting,major
890,config.ini processing in PDE is unable to handle relative plugin paths in osgi.bundles list,major
891,config.ini processing in PDE is unable to handle relative plugin paths in osgi.bundles list,major
892,PDE Export generates inappropriate access restriction errors,critical
893,adding jarfile using extraclasspathentries doesnot add jar file in ant-runtime classpath,major
895,PDE export  ignores files with long path names,critical
896,New Plug-in project wizards forces the entry of optional fields,minor
898,TVT3.2:TCT564: KO: Column name shown in English,major
899,build.properties bootclasspath default too restrictive,minor
900,XML parser is instantiated and utilized for only one XML instance document parse and discarded,minor
901,"Class / Interface search scope defined for PDE ""Select Type"" dialogs too wide",minor
902,customBuildCallbacks doesn't support absolute paths,major
903,TVT3.2:TCT815: Trucated string in the Externalized Strings panel,major
904,Scheme: NullPointerException on 'Preview reference document',major
905,"Redundant build.properties is created by ""new plugin from jar file""",major
907,ITemplateSection typo,trivial
908,no taskdefs,major
909,RCP product does not start properly with config.ini template,major
910,run dialog gets distorted with the change of screen resolution and font size,major
911,Duplicate package names in package selection dialog,minor
912,Eclipse product export wizard synchronize breaks plugin.xml,major
913,schema missing from imported org.eclipse.core.resources,minor
914,No launch file when exporting using a target platform with eclipse runtime,major
915,Eclipse launcher has two fields for alt+R on main tab,trivial
916,Can't start eclipse when config.ini file in the platform contains fully qualified path with spaces in it,blocker
917,Typo in PDE Documentation,trivial
918,PDE export reports incorrect errors on multi-plugin export,critical
919,Update site project builds ignore project specific Java compliance levels.,major
920,BuildScriptGenerator should not force an order to set configInfo and archivesFormat,major
921,Feature Manifest Editor creates invalid import statement,minor
922,"Locator in ""Import Plug-ins and Fragments"" isn't useful",minor
923,I cannot launch a new config from Linux,major
924,Cannot create a new project in I20060704-0800,major
925,CCE in PluginsView.handleJavaSearch(..),minor
926,Incorrect call in org.eclipse.pde.ui.launcher.MainTab.dispose(),minor
927,Error log event order doesn't match .log file,major
928,JNLP generation should only contains plugins for the config being built,critical
929,jnlp generation don't resolve binding between feature.xml & their translation files,major
930,Product Export does not create a working package for gtk-linux,major
931,[Content Assist] Out of memory exception generated on large plugin.xml files,major
932,[UI] Missing text between <strong> tag in error log view page,trivial
933,[UI] doc slightly inconsistent on import plugins page,trivial
934,Cannot launch target using I20060801-0800,critical
935,.class files not included in exported plugins,major
936,Inconsistent placement of labels in update site editor,minor
938,Type reference search does not work for nested types,minor
939,"Difference in behavior is seen while exporting the ""org.eclipse.cdt.make.core"" as Deployable plugin by giving destination as 1. Archive file 2. Directory",major
941,Missing border on Extensions tab,trivial
942,"""Invalid character constant"" when exporting plugin or product",major
943,Exception clicking on translatable attribute with no value,minor
944,non-jarred plugin using . as classpath is not resolved correctly at PDE build time,major
945,Remove occurences of '(no description available)' in extension point schemas,trivial
946,Projects can no longer reference ICU4J packages,major
948,CCE trying to define a new fragment,critical
949,[Cheat Sheet Authoring] Enable UI to preserve cheat sheet validity,minor
950,Run As > OSGi Framework is broken,critical
951,[Cheat Sheet Editor] Cheat sheet editor outline problems,minor
952,Export deployable plugins/features wizards fails with target plugins imported,major
953,[Cheat Sheet Editor] Update simple cheat sheet icons,minor
955,Add source location dialog in the target platform preferences page use workbench as its parent shell,minor
956,Conflicting mnemonics on New Plug-in Project from existing Jar Wizard,minor
957,[Plugin][Export]deadlock when exporting deployable plug-in,major
958,Export Deployable plug-ins and fragments is failing,major
959,Build seems to be verifying plugin.xml even though the file was not changed,major
960,unable to export plugins which references jars from outside the workspace,major
961,NPE in feature editor - cannot assume that IStorage has a path,major
962,Trigger a refactoring shows for a couple of seconds (> 5sec) a dialog with feature manifest references validation,critical
965,Wrong order of classpath entries in self-hosting,major
966,Compile errors in build due to invalid class reference,critical
967,[Cheat Sheet Editor] Remove unnecessary vertical spacing adjustment applied depending on form toolkit border style,minor
968,[Cheat Sheet Editor] Flicker present in master tree viewer when moving objects up / down,minor
969,[Cheat Sheet Editor] Create general purpose form error page,minor
970,When trying to start a plugin in the runtime-workbench with 3.3.M3 I get an IllegalStateException,major
971,[Cheat Sheet Editor] Ctrl-C / Ctrl-V does not work in the Introduction / Conclusion text fields,minor
973,RequireBundleObject.getVersion() returns only a partial version,minor
974,Eclipse Application launch config fails with SWT fragment in workspace,major
975,Generated Ant Script to export plugin projects not working,critical
976,[Content Assist] Wrong icon associated with extension proposals invoked within plugin elements,minor
977,Packing manifest issue on Windows,minor
978,Widget Disposed exception when trying to import plug-ins,critical
979,PDE runtime text is larger than original host Eclipse,minor
981,Launch Configuration Name should not allow '#',minor
982,[Cheat Sheet Editor] Optional checkbox disabled when item has sub-steps confusing to user,minor
984,Unable to launch RCP application,major
985,Replace deprecated uses of FormColors,minor
987,Cannot launch RCP applications in I20070123,critical
988,Extensions point(s) problem (application and products),major
989,Something's wrong with the JUnit Plug-in Test launcher,critical
991,CCE when opening context menu on PDE search result,major
992,Workspace crashed message after normal shutdown,critical
993,make jre section in product editor shareable,major
994,NPE in the plugin model,major
995,Typo in Command Composer Dialog,trivial
996,[Cheat Sheet Editor] Normalize editor on preview,minor
997,[Cheat Sheet Editor] Command drop menu amnesia,minor
998,[Cheatsheet][Editors][Comp] Error messages in title area look strange,minor
999,Missing Entries in Manifest generated by the Template Wizard,major
1001,[Cheat Sheet Editor] SimpleCS Detail pages should reuse static sections instead of creating new widgets,minor
1002,[Cheat Sheet Editor] Validation code informing user of disabled widgets is deprecated,minor
1003,VM Args not getting copied from .product to ini file in Mac build,major
1004,Wrong section name in the dialog to enter version number for an exported package,minor
1005,macosx/Info.plist is out of date,major
1006,"Finish button state should be based on the selected templates, not all templates",major
1007,[Schema Editor] No element initially selected on Definition page,minor
1008,[Product Editor] Disabled combo field value propagated to other tabs on switch in JRE section,minor
1009,Changing a plugin to a fragment back to a plugin makes it disappear,critical
1010,Adding and removing Eclipse-GenericCapability from fragment manifest triggers access restrictions in all dependant plugins,critical
1011,Extension editor doesn't remember field changes,major
1012,make VM setting inheritance optional,major
1013,Export product results in a bad launcher on OS X,major
1014,Command line arguments from host eclipse unexpectedly applied to launch,major
1015,Eclipse Product Export Wizard fails when encoding is set to UTF-16,major
1018,Missing white space when reporting a missing plugin,trivial
1019,Using the add required bundles in the product editor brings along javax.servlet,major
1020,[Manifest Editor] Content assist lightbulb icon slightly cut off,minor
1021,[Eye Candy] Promote new splash screen used for splash handler templates to be the default for all branded templates,minor
1024,"""@dot not found"" error when exporting a plugin based product",major
1025,Default values set in launch configurations should always be visible and tweakable,major
1026,NPE in while restoring an old workspace,major
1027,BuildApplication (org.eclipse.pde.build) in Eclipse 3.3M6 expects AntRunner to be IPlatformRunnable,major
1028,[Manifest Editor] Editor loses text position on focus,major
1029,Project import does not check if there is a project available on the filesystem,critical
1030,[Cheat Sheet Editor] CompCS detail pages should be made static and reused,minor
1031,Closing org.eclipse.osgi in the IDE causes an internal error when starting the configuration,major
1032,Eclipse-ExtensibleAPI does not work well,major
1033,AbstractLauncherToolbar leaks menus,major
1034,[Manifest][Editors] Blocking dialogs and NPE when switching between manifest editor source pages,minor
1036,Bidi3.3:  Elements' labels in the extensions page in the fragment manifest characters order is incorrect,major
1037,Changing target environment does not update the plugin container,major
1038,The absence of log files result in error,major
1039,Export of Plugin from MANIFEST.MF not working,major
1040,[Manifest][Editors] Three colors leaked from extension tab,major
1041,[Schema][Editors] Three images leaked,major
1042,Duplicate Fragment Entries in the Target Platform,critical
1043,SWTException thrown by JavaArgumentsTab.performOk,minor
1044,"[Launchers] ""Java Runtime Environment"" group on Main tab of PDE launch configs is clipped",minor
1045,[UI][Cheatsheet] Confusion in cheat sheet re: Eclipse logo icon,minor
1046,Plug-in Import Should Check for Running target,major
1047,shift left / right in the plugin.xml editor has no effect,major
1048, --launcher.secondThread ignored by jar launcher,major
1049,IllegalArgumentException when exporting a feature/plug-in,critical
1050,[RCP]: Available templates missing.,minor
1051,PDE Build is broken in 3.3M7 because org.eclipse.help.webapp is jarred,critical
1052,Wrong classpath created in build.xml,critical
1053,"""Import as"" should be ""Import As""",minor
1054,"PDE project  creation wizard with version 3.0 does not add default import, hence compilation error",major
1056,Help contents cannot be fully indexed,major
1057,plug-in export fails,critical
1058,Export Wizard fails to use compiler source/target directives,major
1059,[Schema][Editors] Regression:  Editor falsely being marked as dirty,major
1060,plug-in export fails when there are spaces on ant.jar path,major
1061,Plug-ins added multiple times to the state,major
1062,Classes cannot be resolved,critical
1063,Binary compatibility breakage: protected method removed from AbstractLauncherTab,critical
1064,Binary compatibility breakage: public method removed from EquinoxPluginsTab,critical
1065,TVT33:TCT648: ar: Parenthesis are incorrectly positioned,major
1067,"Product Export on Mac always generates an ""eclipse.app"" additional to the branded ""myproductname.app""",major
1068,[Schema][Editors] Should not be able to delete extension element or its attributes,minor
1069,"[Schema][Editors] Should not be able to specify an element reference to the ""extension"" element",minor
1070,[Schema][Editors] Extension element details section tweaks,minor
1071,"[Schema][Editors] ""Translatable"" field should be disabled if the element specifies element content",minor
1072,[Schema][Editors] DTD approximation EMPTY when should be PCDATA,minor
1073,"[Schema][Editors] Clicking on ""Extends"", ""Implements"" hyperlink does not preload package, class name into Java wizard fields",minor
1075,Extensions page and plugin.xml page not synchronized,critical
1076,"[UI] Error opening file in RCP ""Create a plug-in"" cheat sheet",minor
1077,"PDE supplies -pdelaunch to IApplication launches, which is not stripped out by platform",major
1078,[Manifest][Editors] Choice extension elements are not sorted properly in context menu,trivial
1079,Eclipse-ExtensibleAPI only works for fragments within workspace,critical
1080,"[Manifest][Editors] Remove ""Extension..."" menu entry from Extensions tree viewer context menu",minor
1081,"[Manifest][Editors] Extensions section tree viewer could use a ""Remove"" button",minor
1082,Manifest completion proposals are not sorted,trivial
1084,Infinite Loop in IdReplaceTask if version comes before id,major
1085,[TOC][Editors] Form outline page selection gets overridden by master tree viewer,minor
1087,Provide error reporting around invalid Bundle-ManifestVersion's,major
1089,[TOC][Editors] Allow xhtml as extension when browsing,minor
1090,buildUpdateJar target calls non-existing rootFiles*_*_* target,major
1092,org.eclipse.ui.forms causes org.osgi.framework.BundleException,major
1093,Help template does not modify plugin.xml,major
1094,Deleting Extension Point (and file) causes problems,major
1095,Plugin Registry view shows incorrect information from other versions,minor
1096,PDE No Longer Imports Source,major
1097,[RCP] Attempt to run project deletes content of a workspace folder,major
1098,Selecting shared launch config causes outgoing change,major
1099,[Manifest][Editors] Remove internal interface methods in IBundlePluginBase,minor
1101,Schema HTML generator cause CHKPII errors,major
1102,Leafy Picture of Patrick Dempsey,critical
1103,Product build of RCP app fails to produce executable,critical
1104,NPE when exporting CDT feature to zip archive,major
1105,NPE in IdReplaceTask,major
1106,Leafy Picture of Curtis Windatt,critical
1107,"Plugin Manifest editor's ""Add"" button on extension page places dialog in wrong place",trivial
1108,Serious performance problems with PDE Classpath Containers,critical
1109,Error Log view completely broken,critical
1110,[patch] Unreferenced members report for org.eclipse.pde.runtime,minor
1112,Cannot build fresh workspace with I20071016,blocker
1113,Class not found from ClassLoader.findClass,major
1114,NPE on startup,blocker
1115,Headless PDE build produces .tar.gz which are .zip files for macosx.carbon.*,major
1116,Can not build with recent I-builds,blocker
1118,NPE in IdReplaceTask: backport to 3.3.1.1,major
1119,[logview] deleting log causes IndexOutOfBounds exception when error occurs,major
1121,[logview] Error Log view does not refresh when new errors are logged,major
1122,Les Jones picture for PDE Hall of Fame,critical
1123,[logview] search field should be pre-selected,minor
1124,AFE while comparing XML file - can't see dif when releasing code,critical
1125,Imported 'org.junit' plug-in has no attached source,major
1126,Remove unused dependencies in manifest cleanup wizard is broken,major
1127,core expressions all generate errors on I20071106,major
1128,the host plugin is presented into the Automated Management of Dependencies/Add dialog of a fragment,minor
1129,[logview] NPE when opening nested log entry,major
1130,Spying plugin spy window should close previous window,minor
1131,Reload button on target page does not update grey state of checkboxes,trivial
1132,"Export of plugin project fails, with space in path",critical
1135,Preference Pages opened from Import Plug-in Wizard have wrong parent,trivial
1137,[log view] NPE deleting entries from log view,major
1139,Extension points declared in a non-singleton plugin should be flagged,major
1140,[log view] IllegalArgumentException from log view,major
1141,Eclipse hangs when XML Schema Editor is edited in read only mode,major
1142,Can't import plug-ins (NPE) when Java app is running,major
1143,Wording and wrong title case in dialog that warns when importing while running a target,trivial
1146,Create plugin from Jar throws NPE,major
1147,Can't search for extensions by attribute values,major
1149,javaCompiler*.args generated just once per session,major
1150,PDE build creates jars with corrupt signatures / Java Web Start not possible,major
1151,PDE template indents quick comments,minor
1152,Convert to Plug-in Projects action has disappeared,major
1153,manifest editor content assist: additional info has wrong status text,trivial
1154,"In PDE Target Pref page, 'Enable All' doesn't update the 'greyed' status of the parent location",trivial
1157,Ctrl+S does not work reliably in plugin.xml source editor,major
1158,NPE org.eclipse.pde.internal.ui.correction.java.FindClassResolutionsOperation.isImportedPackage(String),major
1159,NPE in PDEExtensionRegistry,major
1160,[p2] should use reference URL when dealing with simple configurator,major
1162,Target no longer start after importing binary plug-ins,critical
1163,Can no longer launch any of my existing Eclipse launch configs,critical
1164,PDE editor browse type causes OOME,critical
1165,Compiler warning in I20080207-1530,trivial
1167,[prov] Test workspace not using reference: URLs,major
1168,Missing import error is reported as non visible package,major
1169,Invalid Thread Access doing a search,major
1170,Equinox bundles are lazy by default,minor
1171,NPE when I try to make a plugin  product.,major
1173,Can no longer change JRE in Eclipse App launch config,blocker
1175,Use lowercase 'w' in 'Link with Editor',trivial
1176,creating a no-op change causes API builder to run for 20 seconds,major
1177,API Tools make Auto Build unusable,critical
1178,NPEs from API Tools,major
1179,No way to get rid of api tooling errors,major
1180,NPE launching in nightly build,critical
1181,Profile pref page: should use check box for default,minor
1183,Improve progress for target platform resetting,minor
1186,"java.lang.StackOverflowError with ""One or more bundles are not resolved"" messages",major
1187,p2 self-hosting issue,major
1188,[p2] launching with p2 ide causes exception to be written out to console,major
1189,API profiles pref page polish,minor
1190,"[api tooling] ""Unable to resolve method signature"" when adding @noreference in a method on the next build",major
1191,NPE after changing workspace preferences,major
1192,Leafy picture of Stephan Herrmann for PDE Hall of Fame,critical
1193,Cannot host an RCP app,critical
1194,site.xml editor's Build button screws up line delimiters in file,major
1196,Can't force in new versions of installed plug-ins,major
1197,[p2] product export is generating a bad config.ini,critical
1198,SchemaEditor removed tags,major
1199,[schema identifier] wrong reference identifier being built,major
1200,[api tools] not flagging missing since tags,major
1201,[api tools] not flagging extenders who shouldn't be extending,major
1202,JUnit plug-in tests require an IDE target platform,major
1203,can't import plug-ins with source,critical
1204,"Headless build gets NPE in 3.4, worked fine in 3.3",major
1206,[api tooling] Change of interface method signature is not recognized as API breakage,major
1208,DBCS3.4: Externalize Strings halts when using DBCS characters,major
1209,NPE during ApiDescription.resolveAnnotations(...),major
1210,"P2 PDE target doesn't work, easily",major
1211,Not possible to have two API problems with the same ids on the same resource,major
1212,"Plug-in Manifest builder throws IllegalArgumentException when ""./"" is on ""Bundle-Classpath""",minor
1213,NPE when clearing empty log,major
1214,Mnemonics missing for Import wizard,trivial
1215,Context Help Editor help not associated properly,minor
1216,API tools use too much memory,major
1217,'API Problem Filters' properties page: Remove ellipsis from Remove...,trivial
1218,[api tooling] Missing @since tags are not flagged for newly added types,major
1219,Make exact specification of @no* tags available in the SDK,major
1220,Key binding for Plugin Spy not working,major
1221,Cascading workbenches does not work with binary/links,critical
1222,exceptions from builder state,major
1223,Erroneous problem marker about classes not found on projects classpath,minor
1224,URL[] urls = PluginPathFinder.getPluginPaths(location); doesn't return the list of bundles at location anymore,critical
1225,Target Weaver should only weave target plaform in default location,major
1227,Thai3.4:Externalize string wizard unable to handle hard coded non latin string.,minor
1229,"[product] if update.configurator is included, product export is broken",major
1230,NPE in identifier browse button,major
1231,Incremental build does not flag addition of invalid tags,major
1232,running out of memory quickly when self-hosting,major
1233,invalid flagging of internal extension points,major
1234,Compute dependencies on a feature is broken,major
1235,Filtered problems reappear sometimes,critical
1236,Project specific errors/warnings doesn't work anymore,critical
1237,Only save version info in launch configurations if needed,major
1238,removing the last filter should remove the parent,minor
1239,Invalid thread access from RegistryBrowser,major
1240,Source features are generated with invalid discovery url,major
1241,Content assist should not propose @no* tags that are already present,minor
1244,Regression: New Plug-in project Wizard blocks the UI,critical
1246,Similar problems are being dropped from analyzer,major
1248,[p2] P2 Target provisioner fails to open wizard,critical
1249,Bad ${baseLocation} value,major
1250,adding method to @noimplement interface flagged as error,major
1251,NPE creating @since tag problem,major
1253,Consider changing the behavior of how we read the target platform,major
1255,site.xml build produces bad p2 metadata?,major
1256,Improve API description memory usage,major
1257,"API Baselines pref page - should be ""Remove"" (no ellipsis)",minor
1258,TVT34:TCT254: 14.000300 - BASE WINDOWS MENU - PREFERENCES - JAVA - PLUG-IN DEVELOPMENT - COMPILERS- USAGE -REFERENCES/WINDOWS,major
1259,"""Tag '@noinstantiate' is unsupported on a class"" should say ""abstract class""",minor
1260,pde.runtime minor version should be reverted to 3.4M6a version,critical
1262,Using Import-Package for org.eclipse.ui results in Missing-Constraint  error,critical
1263,"[Organize Manifest] ""Mark as internal package"" always done with *.internal* pattern",major
1264,API Baselines preference page should use dialog font everywhere,trivial
1265,Eclipse 3.4 [PDE] does not work anymore with target platform based on 3.3 using extension-locations.,major
1266,[Error Log View] NPE on MultiStatus error entries,major
1267,Cannot change target platform,major
1268,Lots of new API errors after switching to I20080521-2000,major
1269,Importing binary project is broken in I20080521-2000,critical
1270,Reports wrong error on correct @since 3.4 tag,major
1271,"Error encountered while trying to view particular toc.xml file in PDE, when browsing in CVS Repository Exploring view",critical
1272,TVT34:TCT535: ES: Unexternalized strings in Compilers Preferences panels,minor
1273,API Verification Report: List of all non API bundles misleading,trivial
1275,API builder performance bad for incremental build,major
1276,[target] Target platform not correct when using a bundle pool,major
1277,TVT34:TCT340: SV: Dropdown menu items in Eng on Compiler panel,major
1278,Project API descriptions retain all members,major
1279,Problem with optional bundle resolution,major
1281,Tag scanner does not respect source level,major
1282,New Class dialog filled in with incorrect case,major
1284,[doc] Typo in Javadoc Attachments extension point doc,trivial
1285,[p2] cannot compile against plugins referenced via .link files,critical
1286,GDI object leak when opening & closing plugin.xml editor,major
1289,No baseline equals no scanning for analysis that doesn't require a baseline,major
1290,Plug-in does not load (ClassNotFoundExceptions),major
1291,build.properties - Impossible  to exclude a file or a directory via build.properties at compile! time,major
1292,Error building update site with missing optional prerequisite,critical
1293,Exporting plugin containing jar library as jar does not work,major
1294,Exporting plugin containing jar library as jar does not work,major
1296,[Bundle-Localization] Default to /OSGI-INF/l10n/bundle.properties and not /plugin.properties,major
1297,P2 Shared Installations - Target Platform contains all bundles,critical
1300,Cannot extend plug-ins added on the dependencies list,major
1301,Splash templates generate bad NON-NLS comments,trivial
1302,product export from the ui does not generate bundles.info,major
1303,Exporting an RCP product causes the built application not to start because of corrupt config.ini file,critical
1304,Features in update site could not be sorted into categories,major
1305,"NPE in IconExe.unloadIcons(String, ImageData[]) when building for win32,win32,x86_64",major
1306,Same mnemonic found on 3 PDE project creation wizards.,minor
1307,[templates] HelloRCP template contains non-externalized strings,trivial
1308,import cannot be resolved,critical
1309,'Organize Manifests' wizard has conflicting mnemonics,minor
1310,[Mail Template] move perspective ID from AWA to Perspective,minor
1311,[Sample View Template] generate attribute for view ID,minor
1312,Tons of API tooling errors after importing binaries,major
1313,[Wizards] New File extension Wizard to use WizardNewFileCreationPage?,minor
1314,Custom templates should be unchecked by default,trivial
1315,[logview] SIOOBE,major
1316,first API addition causes cascade of errors,major
1317,[ds] DSMasterTreeSection Improvements,major
1318,temp ee files left around,major
1319,API tooling creates wrong 'Missing @since tag' errors,major
1321,New Plug-in Wizard does not advance pages,major
1322,Creating a usage problem filter doesn't remove it from Problems view,minor
1323,product export from the ui does not generate bundles.info,major
1324, @extend violation not detected for local and anonymous subclasses,major
1326,NLS missing message: BundleErrorReporter_MissingVersion in: org.eclipse.pde.internal.core.pderesources,critical
