,summary,severity
949,Cookie Path does not function corectly,major
951,bugzilla-submit 'Operating-System' and 'URL' fields are rejected,minor
952,"Document new ""hooks"" mechanism",major
953,"tracking bug for ""uninitialized value"" messages",minor
954,Automatically moving to next bug in list after modifying bug stopped working,major
955,No UI to change linkinfooter but it's still respected,critical
956,Uninitialized value warning from perl's Cookie.pm @ 162,trivial
958,In-between page for component changes doesn't have standard header,trivial
959,Obsolete attachments no longer struck through,trivial
961,The column headers appear in the wrong place (stagger headers mode) using Internet Explorer,major
963,"""GetBugLink() called with non-integer bug number"" error on bug 65697",blocker
964,TT CHOMP issues with [% Param('maintainer') %] in create.html.tmpl,trivial
965,Missing space in email preferences page,trivial
967,sort order of a search is not saved,minor
968,"Typo: Missing semicolon in section 2.2.2.3 (""Add a user to MySQL"")",trivial
969,bug/comment/attachment/urls get expanded in description/title of attachment link in comment (bug in quoteUrls),critical
970,collectstats.pl tries to delete from shadow database,critical
971,After a new query and clicking on the link for a bug (This bug is not in your list) shows up instead of NEXT PREV,major
972,redundant join criterion in fulltext search,minor
973,Queries with some special characters have titles with entities,trivial
974,unify use of search/query terminology,minor
975,"""Take bug"" on create attachment screen does not send original assignee mail",major
976,duplicates.cgi reveals products user doesnt have access to,major
977,product field on edit-multiple includes products the user doesn't have access to,major
978,Bug won't display with large number of comments,critical
979,Error when changing email address,minor
980,whoweare page says Dave works at AOL,trivial
981,"""Find Specific bug"" form don't search words in summaries field",trivial
982,Respect customization of customized words in create.html.tmpl,trivial
984,2.4.2: libgdi typo (should be libgd),trivial
985,Boolean chart with attachment-specific request hides results without attachments,major
986,Should auth_err_tag be listed in <tt>,trivial
987,Change password uses semi empty <th>,trivial
988,Confirmed email address is missing </td>,trivial
989,confusing cancellation message for tokens,minor
990,inconsistent spelling of cancelled or canceled,trivial
991,edit-multiple.html.tmpl contains unused hidden field,trivial
992,Regexp metachars in product names break importxml.pl,major
994,New accounts cannot change password,blocker
995,"instances of ""a terms.bug"" should be replaced with ""terms.abug""",trivial
996,"The text ""bug 0"" auto-linkifies to ""<missing bug number>""",trivial
997,"Extra ""$"" embedded in a CGI.pm string for version 2.17.7",minor
998,"Search For Bugs Submitted By Me Returns 0 Results, Isn't Correct!",major
999,HTML table not opened in list.html.tmpl when no keywords defined,trivial
1000,Comment autolinkification on midair page points to wrong cgi,minor
1001,Respect customization of customized words in create.html.tmpl,trivial
1003,Checksetup emits errors on 2.16 -> 2.17 upgrade if groupset has never been used,blocker
1006,"reword ""Account self-creation""",trivial
1007,"""on the reason"" is awkward in ""comment_required"" error",trivial
1008,"""again on the"" is awkward in ""missing_cookie"" error",trivial
1009,"""change anything on the selected"" is awkward in ""bugs_not_changed"" error",minor
1010,"""in a comment on the"" is awkward in ""file_too_large"" error",trivial
1011,"there should be a space between 'entered' and '(' in ""illegal_email_address"" error",trivial
1012,"""change email address"" is missing an article(?) (your?) in ""old_password_required"" error",minor
1013,"""in size"" is awkward (both times) in ""patch_too_large"" error",minor
1014,"templatization went amuck in ""reassign_to_empty"" error",minor
1015,"ending sentence with a preposition (in) in ""require_component"" error",trivial
1016,"submitting a password is awkard in ""require_new_password"" error",minor
1017,"'resolve the bug' feels awkward in ""resolving_remaining_time"" error",minor
1018,Use of uninitialized value in concatenation in Bugzilla/CGI.pm,trivial
1019,'v-strings are deprecated at ./checksetup.pl line 316.' from checksetup.pl,trivial
1020,"2.2.4.1 $webservergroup is the group of the webserver, not the user",trivial
1022,bug_email.pl doesn't work with useqacontact,trivial
1023,"User forgotten password - system sends email with token - token has ""bad"" characters",minor
1024,"""everywhere applicable"" doesn't mean what the author intended",minor
1026,Bug::AppendComment() should receive the user ID as a 2nd parameter,minor
1027,"Security can be improved, not increased",trivial
1028,Add some text at the top of request.cgi explaining what the displayed data are,minor
1029,Document series feature,minor
1030,"Add a CSS tag for ""Additional Comments""",trivial
1031,Bugzilla allows custom images only in root directory,minor
1033,Status Update for RC1,blocker
1034,Trailing slashes cause unexpected errors,minor
1036,effective duplication of mail notification for flag request answer,minor
1038,Search.pm fails if multiple LEFT JOINs are on the same table in the same chart,major
1039,Change Email Address Request does not indicate the timezone for the expiration date,minor
1040,unclear description of WORKSFORME,minor
1041,ThrowUserError causes internal error with timetracking,major
1043,Note max_allowed_packet option has different syntax for MySQL 4,minor
1045,Header lacking terms in showdependencytree,trivial
1046,"Typo in the documentation for ""good bug report writing""",trivial
1049,Hidden initial state INPUT field is inserted between table rows (invalid html),minor
1050,Series pages do not validate,trivial
1052,Blank regexp in editgroups can cause all users to be members,critical
1053,"If only one product exists without any components, new bugs can't be entered and the error message doesn't help",minor
1054,Guided bug report page should link to how to get talkback id,minor
1057,"query.cgi ""Find a specific bug"" doesn't validate.  Input fields are missing IDs.",minor
1058,token.cgi sends multiple confirmation emails (possible email bomber),major
1060,"edit.html.tmpl and edit-multiple.html.tmpl use wrong name to reference to severity anchor, needs change to bug_severity",trivial
1061,Roadmap page has broken link to status page,minor
1062,Create Attachment Status does not alphabetize Product list,trivial
1063,Find a specific bug misses too many obvious hits,major
1064,show.html template doesn't use customized body attribute,trivial
1067,Missing space between 'inBugzilla' in bug creation guided form,trivial
1068,Bugzilla docs fail w3c validation,minor
1069,centralize time validation,minor
1070,Returning to buglist after an empty fulltext search causes code error,minor
1072,"Empty timetrackinggroup causes error ""hours worked needs to be positive"" when changing bug.",critical
1073,"p1, critical not displayed in red when groups are used for bug.",major
1074,HTML charts don't validate,trivial
1075,Mention the Scmbug integration system in documentation,minor
1076,query.cgi asks for login even if it was submitted before.,major
1077,Warning: assignment to undeclared variable assigned_to,minor
1078,collectstats.pl crashes because of ActivePerl / DBI problem,critical
1079,Copying template from default to custom changes behavior,minor
1080,Extra column in checksetup,major
1082,qacontact broken on tip,critical
1084,group description not displayed on delete group confirm page,trivial
1085,The duplicates table inherits no CSS classes when viewed in simple format,minor
1086,checking for 1. 2. 3. in steps to reproduce in comment-guided,minor
1087,"""Bug#:"" always links to http://",minor
1088,"Fix usage of grep (/$value/, @array);",critical
1089,flag request email doesn't use emailsuffix,major
1090,Testing suite doesn't know about new directory levels in Bugzilla/Auth,minor
1091,t/006spellcheck.t should check each file only once,minor
1093,collectstats.pl dies if an invalid series is defined,major
1094,Charting date input doesn't contain a format hint,trivial
1095,Removing useforbugs in editgroups.cgi gives an uninit warning,minor
1096,checksetup fails with out-of-sync DBD::mysql modues - document fix and workaround,minor
1097,t/Support/Files.pm should use File::Find,minor
1098,action=view is still used in comments,minor
1099,Expansion of voteremovedmail should honour emailsuffix,minor
1102,tabular reports don't show columns with empty header,minor
1103,internal error querying a bug when its component has been deleted,major
1104,"xml output format ignores insidergroup and timetrackinggroup, displays private comments",critical
1105,All default groups need to inherit the admin group on a new install,major
1108,Buglist table does not use bz_odd and bz_even,minor
1109,bodyattrs should be dropped from header.html.tmpl,trivial
1111,"If Param(""usevotes"") is off, editing a product should mention it",minor
1113,Minimum requirements for ft_min_word_len MySQL parameter should be documented,minor
1114,"Users without privs can confirm bugs by assigning to themselves first, without having canconfirm privs",critical
1115,"If param(usevotes) not true, 'Voter' column should not appear in email preferences",minor
1116,Remove unused variable in process_bug.cgi,trivial
1118,Mixed RESOLVED/VERIFIED states cannot be mass-closed,minor
1119,Search for attachment metadata changes returns attachment creation info,minor
1120,Update paragraph related to email prefs tab,minor
1121,Do not mention QuickSearch in the error message if not in use,minor
1122,request.cgi fails with error in SQL when no products available for user,critical
1124,'Votes' should not be a column choice if param(usevotes) is not true,minor
1125,t/008filter.t should accept empty template directives,minor
1126,Wrong closing tag,trivial
1127,"votes field is way too wide, and causes edit products to look awful",minor
1128,Priority of bugs,blocker
1129,process_bug.cgi needs some cleanup,minor
1130,Cannot enter negative time for 'Hours Worked',major
1131,Incorrect error: Permission Denied - Sorry; you do not have the permissions necessary to enter a bug against the Browser product.,major
1132,editcomponents priv allows you to see/edit products you don't have access to,minor
1133,bug display breaks long links in comments,minor
1134,Left over field_descs.* in change-columns should be in field-descs,minor
1136,attachment.cgi is not consistent with its activity log timestamps,major
1137,"""My Votes"" crashes with ""Table 'groups' was not locked with LOCK TABLES""",critical
1138,"2.18 rc3: checksetup.pl: bogus dates, missing data in series_date table using mysql 4.1.5",major
1139,Invalid path to padlock.png,trivial
1141,The credits in section 1.4 should be restored,critical
1142,Safari doesn't show lock icons,major
1143,There are no docs for Whining,major
1144,"Problems with ""mark as new"" checkbox",major
1145,Custom sort cookies which include LIMIT are now forbidden; scary error appears,major
1146,Replies garner extra [edit] attachment links,minor
1147,enhancements in bug list very hard to read - text has extremely low contrast,minor
1148,ambiguity in boolean charts' list of terms,trivial
1149,"Content-disposition header is incorrect, violates RFC",critical
1151,Platform and Hardware are used interchangeably on various pages,minor
1152,flag request email prefs not behaving correctly,major
1153,"FAQ update: ""Disabling mail for testing"" is incomplete",minor
1156,Initial description cannot be made private on new bug creation,minor
1157,process_bug should yell if you try to add a bug to a group that isn't legal for that product,minor
1158,voting generates an SQL error if your vote is the one that would confirm the bug,critical
1159,Testserver.pl should find apache2/httpd2 as well when it looks for webservers,minor
1160,checksetup fails when the milestones table is empty,minor
1161,checksetup.pl emits a syntax error when trying to fix indexes on the milestones table,major
1162,Flag notification code should NOT append emailsuffix to cc list's addresses,minor
1163,SQL error when reloading the page after changing the bug resolution to duplicate,minor
1164,Bugs in inactivated groups don't show padlocks on the buglist,critical
1165,saved search's old name is used when running a search,minor
1166,Status Update Release for 2.18,blocker
1167,"Update the ""Changes"" page for 2.18 Release",blocker
1168,Update Download Page for 2.18,blocker
1169,"News Announcement for 2.18, 2.16.8, and 2.19.2 Release",blocker
1170,"Release Announcement for Bugzilla 2.18, 2.16.8, and 2.19.2",blocker
1171,checksetup should not always output a message about checking for flags,minor
1172,"Update the ""New Features"" page for the 2.18 release",blocker
1173,Missing table cells on votes for user list,trivial
1174,checksetup.pl should fix empty group names,major
1175,the whine_queries table does not exist in the 2.18 branch (regression from bug 277013),major
1176,checksetup.pl *still* errors when trying to drop index on milestones table,major
1177,bugzilla.org updates for 2.16.8,blocker
1178,Release Notes for Bugzilla 2.16.8,blocker
1179,Post Security Advisory for 2.16.7/2.18rc3/2.19.1 on bugzilla.org,blocker
1180,Cannot add 'cc' notification for Flags when using emailsuffixes,major
1182,[-] and [+] signs are misaligned in dependency tree,minor
1184,ldap/msad authentication fails with extra parts in LDAPbinddn,major
1185,"""Back to bug xxx"" is incorrect for dependency",trivial
1186,Problem upgrading from 2.16.6 to 2.18,minor
1187,Incorrect spelling: unpresidented should be unprecedented,trivial
1188,"Documentation suggests ISO-8859-1 encoding, but template files are UTF-8",trivial
1189,Request url containing escaped newline causes login form target attribute to contain the wrong value,minor
1190,"while creating a new bug, all available products are displayed, even the user has no permission to view them",major
1191,"checksetup.pl should set ""Entry"" access group for an product if paramerter useentrygroupdefault is set to on",major
1192,"Query crashed with Software Error: ""Unknown column 'bugs.assignee_accessible' """,major
1194,Round up places using data/ instead of $datadir,trivial
1195,"""Find a Specific Bug"" doesn't use terms",trivial
1196,checksetup fails in Bugzilla::Auth BEGIN block,blocker
1197,"When creating bookmarkable template, it is called ""this link""",trivial
1198,landfill lacks Mail::Mailer,blocker
1199,Syntax for terms in variables.none.tmpl not fully correct (= signs instead of => signs),trivial
1200,some table definitions are altered *after* the --TABLE-- limit in checksetup.pl,minor
1202,Attachment links in bugmail are different from the link in show_bug.cgi,minor
1203,Checksetup should use the new DB-compatibility layer to create $dbh,critical
1204,"The ""Remaining Time"" value should not be negative for too large ""Hours Worked"" values",minor
1205,"apache warning, can't find skins/standard/global.css/body_back.gif",minor
1206,landfill lacks Text::Autoformat,blocker
1207,"empty deadline field should not display ""1969-12-31""",minor
1208,Sanitycheck times out with sufficiently large attachment table,major
1209,"Software error instead of Bugzilla's ""Internal Error"" Message",major
1210,product name is checked twice in enter_bug.cgi,minor
1211,"On ""Search"" page | Product combo-box | ""All"" option always remains for all users",critical
1212,Old comments get wrapped even if already_wrapped=1,major
1213,Comments are forced to being left-justified,major
1214,The description field in enter_bug.cgi contains spaces,trivial
1216,Bugzilla now requires perl 5.6.1,major
1217,Missing errors for DB compatibility layer,critical
1218,GetGroupsByUserId() in buglist.cgi fails to return correct information,critical
1219,sidebar doesn't contain important admin edit flags,minor
1220,error message in the apache log file when creating a new attachment,minor
1222,Software Error from time-tracking fields during Change Columns,critical
1223,uninitialized value in localtime in Format.pm,minor
1224,"Saving a search, using a name which gets truncated to an identical name already stored, causes bugzilla to report an error.",minor
1226,post_bug.cgi can be used to know which products do not exist and which ones are not accessible,major
1227,"""<BLAH> is not a valid bug nor an alias to a bug number"" should not mention |number|",trivial
1228,Unnecessary untainting of the user ID in login_to_id,trivial
1229,checksetup fails to upgrade from Bugzilla 2.8,critical
1231,Insecure dependency in parameter 3 of DBI::db (login_to_id forgets a trick_taint),critical
1233,wrong filtering in create-guided causes problems,minor
1234,Charts broken: DBD::mysql::st execute failed: Unknown column '$datefrom' in 'field list',critical
1235,process_bug.cgi is slow because it sends mail immediately,major
1236,"Incorrect parameter in the ""attachment_already_obsolete"" error message",minor
1238,Mulitple email addresses delimited incorrectly for MS Outlook,minor
1239,QA contact never receives mail when removed from a bug,major
1240,Any code after Throw*Error is a dead code.,trivial
1241,"small typo:  ""thisbug"" should be two words",trivial
1242,crash in describecomponents.cgi if a normal user click on components link from query.cgi,critical
1243,Installation checks will not be reliable in a cross-database environment,major
1247,Untested parts of Bugzilla::DB are broken (when running on PostgreSQL),major
1248,Duplicates columns are named incorrectly in the Schema,critical
1250,Rewrite importxml.pl to remove XML::Parser magic numbers,major
1251,Bugzilla does not work file File::Spec 0.82 anymore (taint error),critical
1252,"colchange.cgi shows ""actual_hours"" instead of ""Actual Hours""",trivial
1253,Unable to create new users (createaccount.cgi),blocker
1254,"Release Bugzilla 2.18.1, 2.19.3, and 2.16.9",blocker
1255,Release Notes for Bugzilla 2.18.1,blocker
1256,Release Notes for 2.20,blocker
1257,Status Update for 2.18.1 and 2.19.3,blocker
1258,"Update ""Download"" Page for 2.18.1, 2.19.3, and 2.16.9",blocker
1259,"Update ""Changes"" Page for 2.16.9, 2.18.1 and 2.19.3",blocker
1260,"Update the ""New Features"" page for 2.20",blocker
1261,"Release/News Announcement for 2.18.1, 2.19.3, and 2.16.9",blocker
1262,"print ""Content-type..."" is used instead of print $cgi->header() (cookies aren't sent in header)",critical
1263,"""Pre"" in the footer is unclear, and easily confused with ""User Preferences""",minor
1266,Fields have different names on enter_bug and show_bug,minor
1267,Time tracking summary reports missing some detailed information,minor
1268,Unknown table 'map_products' in where clause,critical
1269,"Summarize time fails with ""Can't bind reference"" error",major
1270,useless mid-air collision when the only thing that has changed is last modified,trivial
1271,Tests fail compiling Bugzilla::DB::Pg.pm,major
1272,Charting test images are very very slightly off,minor
1273,Process Problem: Review From the Wind Never Happens,major
1274,Products that should be invisible show up on query page,critical
1275,[SECURITY] Names of private products/components can be exposed on certain CGIs,major
1276,bz_get_index_def  doesn't work for multi-column index,major
1277,developer mailing list archives search form is broken,critical
1279,User with no privs can not add comments to bugs that have a deadline field set.,critical
1280,MySQL 3.23.x usage is deprecated,major
1281,Receiving Error - Insecure dependency in require...,critical
1283,"change ""that"" to ""this""",trivial
1284,PatchViewer adds extra empty lines in modified parts of patches,major
1285,Checksetup fails on new databases or on upgrades,blocker
1286,Precompilation of templates doesn't work,critical
1287,SQL crash when granting/denying a request,blocker
1291,incorrect (?) group check in process_bug.cgi at lines 1464-1475,minor
1292,html typo,trivial
1293,Clicking on a product when creating new dataset doesn't update Components list,major
1294,Email Settings table is too large on a large monitor,minor
1295,"row description missing in table chart for resolution type ""no resolution yet""",minor
1296,"interior label/notation missing  for ""---"" / ""no resolution yet"" in pie chart",minor
1298,Missing selectProduct JS function because productmenu.js is never included,minor
1299,"$bad_names hash in index-renaming code throws an ""odd number of elements"" warning",minor
1300,"Typo, 'respecitvely' for 'respectively'",trivial
1301,attachment.cgi action=enter does not do groupset check on flag requestee,critical
1302,"Security Advisory for 2.18.1, 2.19.3, and 2.16.9",blocker
1303,"Remove ""This is where we put in lots of nifty words explaining all about Bugzilla.""",minor
1304,"There are better HTML titles than ""Bug processed""",minor
1306,JavaScript error in productmenu.js from editflagtypes.cgi and request.cgi when only one product defined,trivial
1307,extern_id_conflict not defined in user-error template,minor
1308,Remove unused function PasswordForLogin() from CGI.pl,trivial
1310,Empty cells in show_activity.cgi when removed/added is zero,trivial
1311,Attaching a patch causes a software error in 2.18,blocker
1312,variables.none.tmpl's reference to globals.pl's quoteUrls needs to be changed when global.pl goes away,minor
1313,Flags get duplicated if multiple inclusions apply,minor
1314,"Replace ""iff"" with ""if and only if""",trivial
1315,PostgreSQL dies when you insert a string longer than 2700 characters into an indexed field,major
1316,Tabs aren't stripped by watcher field when converting creatures into email accounts,minor
1317,Associating a customised format with a product URL,minor
1318,Only last comment appears if a user is logged in,critical
1319,Dependency tree: add a space before the bug summary,trivial
1320,"""Attempt to free unreferenced scalar"" running checksetup",critical
1321,PostgreSQL: GROUP BY error when searching for bugs,major
1322,[SECURITY] Anyone can change flags and access bug summaries due to a bad check in Flag::validate() and Flag::modify(),critical
1324,Add me to files where I belong and fix kerio.com emails,trivial
1325,Release Notes for 2.16.9,blocker
1326,remove tabs from bug_email.pl,trivial
1327,enter bug product failure messages suboptimal,trivial
1329,"Status Whiteboard should not be called ""StatusSummary"" in buglist.cgi",minor
1331,Emergency 2.16.10 Release,blocker
1332,"Unneeded ""#"" in interdiff page title",trivial
1334,cannot submit bug with component name containing a long dash with Opera,minor
1335,[PostgreSQL] Cannot create a new product,major
1336,"Bugzilla Message ""OK, your search named ... is updated."" needs work",trivial
1337,"create-guided template refers to ""zarro boogs"" instead of terms.zeroSearchResults",trivial
1338,'resticted' spelled wrongly,trivial
1339,Do not display the quip entry field when quip_list_entry_control is set to 'closed',minor
1340,Release Bugzilla 2.20rc1 and 2.18.2,blocker
1341,uninitialized value in Bugzilla/Search.pm when query.cgi gets query_format but not format,trivial
1343,Status Update for 2.20rc1 and 2.18.2,blocker
1344,Update Download Page for 2.20rc1 and 2.18.2,blocker
1345,"Update ""Changes"" Page for 2.20rc1 and 2.18.2",blocker
1346,Release/News Announcement for 2.20rc1 and 2.18.2,blocker
1347,"Update/Create the ""Release Info"" page(s) for 2.20rc1 and 2.18.2",blocker
1348,Security Advisory for 2.20rc1 and 2.18.2,blocker
1349,incorrect filter name detection,minor
1350,Add a .vimrc autocommand for template processing (indent and tab handling),trivial
1352,choose-product.html.tmpl generates improper indentation  for  product descriptions wrap to a second line.,trivial
1353,process_bug.cgi updates delta_ts even when no modifications are made,minor
1354,"For new products, the charting error message ""The tool which gathers bug counts has not been run yet"" is misleading",minor
1355,[SEC] not shown in buglists in text-mode browers such as Lynx,minor
1356,"setting authentication to LDAP,DB fails",major
1357,"""ie"" is actually ""i.e."" (spelling)",trivial
1358,Release Notes for 2.18.2,blocker
1359,sanitycheck.cgi should catch missing bugs.creation_ts,minor
1360,Long format doesn't support bug aliases,minor
1361,Status and resolution values in CSV output aren't delimited,minor
1362,enter_bug's automatic OS/Platform code does not work with the new default OS list,major
1363,"""cookies need value"" error code when a query returns an empty result.",major
1364,Emergency 2.18.3 Release,blocker
1367,Release Notes for 2.18.3,blocker
1368,RSS feeds namespace is incorrect,minor
1369,cannot add new users on 2.20rc1 from editusers.cgi,critical
1370,"New Charts errors out, creates new 'add' user, when Env auth method is used",major
1371,bug description should not link to voters,minor
1373,"""View All"" is misplaced in the attachment table",trivial
1374,Remove dead code from editproducts.cgi and messages.html.tmpl,trivial
1375,Avoid the use of SELECT *,trivial
1377,Add INTERFACE section to bug/create/created.html.tmpl,trivial
1378,Remove useless locked tables,minor
1379,Duplicated bugmail reasons,trivial
1381,uninitialized value in Bugzilla/Search.pm when querying by date,minor
1382,Storable crashes checksetup with byte order error when moving databases,major
1383,Changing several bugs at once crashes if the user wants to automatically redisplay the bug he changed,critical
1385,Windows installation: ScriptInterpreterSource registry requires the -T (taint mode) flag,minor
1386,Index rename failure when renaming an index called PRIMARY,major
1387,Some .pm files have invalid POD syntax,minor
1388,"""Odd number of elements in anonymous hash"" error when loading query.cgi",minor
1390,QUICKSTART is a bit outdated,trivial
1391,Release of Bugzilla 2.20rc2,blocker
1392,Update Release Notes and New Features Page for Bugzilla 2.20,blocker
1393,Update Download Page for 2.20rc2,blocker
1394,Release/News Announcement for 2.20rc2,blocker
1395,Update Release Info pages for 2.20rc2,blocker
1396,Update Changes Page for 2.20rc2,blocker
1397,"""add component/version"" doesn't include action=add on enter_bug.cgi",trivial
1398,relogin.cgi may ask you to login... before logging you out,minor
1401,deleting a user account when this user is the assignee or QA contact of a bug should reassign this bug to the default ones,major
1403,"remove the ""delete"" link for the default milestone",minor
1404,Use /usr/lib/sendmail consistently everywhere,trivial
1405,sending password when using sendmail causes apache crash with bad headers,major
1406,Bring mail sending docs up to date,minor
1407,userprefs.cgi should call ThrowUserError for old_password_required,minor
1408,MoreSQLData and FetchSQLData/FetchOneColumn may return wrong results,major
1409,Unescaped & in a Bug URLs on 'Saved Searches' tab,minor
1410,[PostgreSQL] Submitting a bug in the UNCONFIRMED state gives an error,critical
1411,Bugzilla fails to warn when a product change would force the removal of an optional group,major
1412,Data aren't displayed in old charts when the product is closed for new bug entry,major
1413,Checksetup can't find MIME::Tools with Perl 5.8.0,major
1414,The bug entry page does not use localised terms for statuses,minor
1415,"Bug lists trigger standards compliance mode in Gecko, causing CLOSED bugs not to be lined through in bug lists any more",trivial
1416,all tests are successful but bugzilla still won't run,critical
1417,Docs missing prerequsite for required MIME::Base64 and MIME::Parser,minor
1418,Remove the unused get_classification_name() routine,trivial
1419,There is a database change in the wrong place in checksetup.pl,minor
1422,"Editing an existing flag should not give a page titled ""Create Flag Type for Bugs""",trivial
1423,The Change-several-bugs-at-once page does not use localised terms for resolutions,minor
1424,Bugzilla should always store data in MySQL as UTF-8,major
1425,Remove 'use Bugzilla::User' from DB.pm,minor
1426,Compile-time dependency loops can produce compile warnings,major
1428,[SECURITY] Insecure temporary filename handling in syncshadowdb,critical
1429,[PostgreSQL] Boolean Chart searches on attachment data don't work,minor
1430,GetGroupsByUserId() in buglist.cgi returns bad data,critical
1431,contains none of the keywords does not work,minor
1432,Cannot create request flags with no requestee,major
1433,It's possible to bypass flag validation checks,critical
1434,The requestee field may be omitted even when a requestee is already set,minor
1435,Fix misuse of fetchrow_array() and selectrow_array(),trivial
1436,"Search on ""Percentage Completed"" field returns ""unknown column 'bugs.remaining_time' in 'having clause'""",minor
1438,"Documentation on disabling self registration is incomplete (aka ""how to disable user account creation?"")",minor
1439,SQL crash when moving a bug to another product,critical
1440,"the ""Block for SELECT fields"" should only insert one cell in bug/edit-html.tmpl",trivial
1442,DB error attachments_submitter_id_idx running checksetup.pl,major
1443,Midair with product change while adding an attachment silently clears flags,minor
1444,Bugzilla:Util is used (missing colon) - bz_crypt won't work,critical
1445,"Release of Bugzilla 2.18.4, 2.20, and 2.21.1",blocker
1446,"Status Update for 2.18.4, 2.20 and 2.21.1",blocker
1447,"Update Download Page for 2.18.4, 2.20 and 2.21.1",blocker
1448,"Release/News Announcement for 2.18.4, 2.20 and 2.21.1",blocker
1449,"Release Info Pages for 2.18.4, 2.20 and 2.21.1",blocker
1451,[MySQL] MySQL 5.0.12 changed certain JOIN rules,minor
1452,Bugzilla generates invalid RSS feeds,major
1453,checksetup.pl fails at some line (Unknown column 'grant_type' or similar error) when upgrading from 2.18 or below to 2.20,critical
1454,admin/products/deleted.html.tmpl doesn't include admin/products/footer.html.tmpl,trivial
1455,[SECURITY] config.cgi doesn't check Param('requirelogin'),major
1456,typo when updating the milestone URL,trivial
1457,General Preferences tab is empty except for submit button when no user prefences are enabled,minor
1460,"Cryptic ""'' is not a legal date"" error from time summaries (missing start date when splitting results by month)",minor
1461,Getting a popup error message when checking dependencies,minor
1463,"""Give me some help"" information missing for deadline fields",minor
1464,All Bugzilla code should use the same format for the 'use lib' pragma,minor
1466,series.public rename breaks upgrades from 2.17.1,critical
1467,"Security Advisory for 2.18.4, 2.20, and 2.21.1",blocker
1468,SMTP failures cause a nasty error,major
1469,"The ""Saved searches"" tab in User Prefs can report incorrect information",minor
1470,[SECURITY] A boolean chart search with time tracking fields works for everybody,minor
1471,Release Notes for Bugzilla 2.18.4,blocker
1472,runtests.pl reports errors when the 'shutdownhtml' parameter is turned on,minor
1473,checksetup.pl fails if attachstatuses or attachstatusdefs tables are empty,major
1474,index.cgi invalid HTML when logged out,minor
1475,Advanced search page fails w3 validation,minor
1476,Tabular reports query  page fails w3 validation,minor
1477,editflagtypes page fails w3 validation,minor
1478,Remove the 'browserbugmessage' parameter completely,trivial
1480,Typos and proper name of Red Hat's stuff,trivial
1481,describecomponents.cgi and enter_bug.cgi need some cleanup,minor
1482,describecomponents.cgi requires login,minor
1483,Remove useless quotes when displaying the milestone URL,minor
1484,Remove doeditparams.cgi from the SHUTDOWNHTML_EXEMPT list in Bugzilla.pm,minor
1485,Graphviz installation for Bugzilla doesn't work if spaces are in the path to dot.exe,minor
1486,Checksetup fails to check for existing group_group_map for new admins,blocker
1488,"Do not display the ""Impersonate this user"" link when the user is in the bz_sudo_protect group",minor
1489,relogin.cgi allows you to impersonate user accounts you are not allowed to see when 'usevisibilitygroups' is on,critical
1490,attachment.cgi is broken due to bug 309681,blocker
1494,Javascript error when editing attachments,minor
1495,Remove the unused get_classification_id() routine,trivial
1496,Move $::ENV{foo} and $::SIG{foo} out of globals.pl,minor
1497,Bug numbers in 'My Votes' are mis-aligned...way off to right,trivial
1498,[SECURITY] Query RSS should HTML-escape summary in <title>,critical
1499,"what's w/ the strange ""This page lets you enter a new bug into Bugzilla""",minor
1500,votes for bug doesn't include bug summary,trivial
1501,Bug title line uses serif font,trivial
1503,Bugzilla wraps old comments too eagerly,minor
1504,"When strict_isolation is set, don't allow inappropriate users on new bugs",minor
1506,Buglist does not use shadowdb,major
1507,Wrong value in error message for missing dirs in charts,minor
1508,Hard to read top 100 bug descriptions in Step 1 of reporting a bug,minor
1509,"Make ""Reply"" link code use DOM methods and not document.write()",minor
1510,"RSS feeds not compliant (1.0) when bugs contain characters such as ""�""",minor
1511,show_bug.cgi template does not have labels for most inputs,minor
1512,Query.cgi leaks product names (again),critical
1513,"""Enter the path to the file on your computer"" assumes I choose a file by entering a path",minor
1514,MySQL configuration instructions result in error,minor
1515,use labels on login,trivial
1516,"Incorrect column name ""Result"" in buglist.cgi",trivial
1517,Dependecy graph link rel entry should depend on webdotbase param,minor
1518,The mybugstemplate parameter should include UNCONFIRMED bugs I reported myself,minor
1519,Cannot add to CC-list of bug 314759 (You tried to change the Keywords field),minor
1521,[PostgreSQL] Find a Specific Bug using Pg fails,major
1522,Initializing the new Schema storage step fails: Out of memory,major
1523,What is the license boilerplate for new files?,minor
1524,DBI placeholders break AppendComment's default timestamp,minor
1525,several bugs in process_bug.cgi when 'strict_isolation' is on,major
1527,"When an invalid action is passed to relogin.cgi, ThrowTemplateError() is called instead of ThrowUserError()",minor
1528,choose-classification.html.tmpl incorrect bugzilla tag causes errors,minor
1529,Cannot enter new bugs when the CC list is emtpy,blocker
1530,Token.pm needs POD,minor
1531,Queries with some special characters are double-escaped,trivial
1532,"Comment containing ""Created an attachment ("" sends bugmail even if bugmail should *only* be sent when new attachments are added",minor
1533,Clean up the missing Image::Magick perl module message,trivial
1534,"If you are already on the contact list, bugzilla still allows you to be added to CC list",minor
1535,Visited and unvisited link colors on buglist.cgi are too similar,trivial
1536,Email preferences are not set for the new admin user,major
1537,Missing word in template/en/default/admin/groups/delete.html.tmpl,trivial
1538,The template file admin/users/confirm-delete.html.tmpl incorrectly uses [% terms.bug %],minor
