,summary,severity
1108,JavaEditor draws squiggle underline over the string,major
1109,error while activating view,major
1110,[content assist] Fill Argument Names on Completion preference affects code assist,minor
1111,Occurrences search: Annotations not shown in re-opened editor [search],minor
1112,"""Move member type to new file"" generates invalid JavaDoc [refactoring]",minor
1113,"""Move member type to new file"" omits to add imports [refactoring]",minor
1114,"Missing configuration option: tab width=8, indent width=4",minor
1117,"An internal error occurred during: ""Launching""",major
1120,[projection][rulers] Not all annotation types in folded region rendered in rulers,minor
1121,[preferences] Pattern text box in Code Templates looks like you can type in it,minor
1124,Cannot set data in clipboard [ccp],major
1125,Javadoc keywords settings no longer work in Java Editor,major
1126,Find and Replace in selected lines not limited to selected lines,major
1127,[syntax highlighting] Wrong highlighting when method parameter alone is used as initializer of a local variable,minor
1128,[Dialog] Source Folder Exclusion Patterns not resizable,minor
1129,Create field suggestion causes duplicate code entries 3.0M9,major
1130,Mark exit points does not mark selected element (inconsistency),trivial
1131,[preferences][spell checking] Spelling Pref-Page: Initial element in browse dialog not set,minor
1132,IllegalArgumentException checking out project,major
1133,"CRASH: An internal error occurred during: ""Java AST creation""",critical
1134,Wording of error message,minor
1136,[hovering] javaEditorTextHovers preferences panel not working,major
1137,Inline refactoring: Confirm dialog label,minor
1138,Change Signature Refactoring: Error lable contains '' [refactoring],minor
1139,Java Search: Label capitalization [search],minor
1141,"Quickfix ""put ... in parenthesis"" shows wrong expression",minor
1142,[Navigator] Navigator popup causes Eclipse to hang.,major
1144,junit view run single test does not use correct class [JUnit],major
1145,QuickMenuAction leaks the context menus,major
1147,[reconciling] Outliner has wrong member positions,major
1148,TVT3.0: Unable to create a Java class in German locale,critical
1149,Visual problem with Externalize Strings dialog,minor
1150,[formatting] Format Element enabled in CU from CVS,trivial
1151,Eclipse doesn't properly re-read environment variables upon restart,major
1152,Checkbox with two mnemonics in Java Editor Navigation Preferences,trivial
1154,"[1.5] ""new"" for-loop inside ""old"" for-loop gives error",major
1155,javadoc not inheriting from parent (too many asterisks),trivial
1156,"OutOfMemory error when compiling simple file, plus serious performance degradation",critical
1157,"""Run Javadoc wizard"" contributed to XML files",major
1158,[syntax  highlighting] Constructor and method syntax highlighting is inconsistent,minor
1159,[builder] Build automatically happens only on every other save,critical
1160,[hovering] Tooltip appearance should be more distinct,minor
1161,[extract local] puts declaration at wrong position,minor
1163,Mark Occurrences highlights incorrectly after using copy-and-paste,trivial
1164,[1.5] Internal Compiler Error: ArrayIndexOutOfBoundsException,major
1165,[key binding] Ctrl+Insert/Shift+Insert and ^C/^V on Windows NT do different things,major
1167,Selection for copy/cut does not always work with Shift-Ctrl-Left/Right in Java editor,major
1168,IAE / Some copy operations don't pick up all of the collapsed regions,major
1169,generalize type: interfaces handled incorectly [refactoring],minor
1170,generalize type: not externalized string,trivial
1171,Sort Members is broken.,major
1172,"No plug-in: ""org.eclipse.jdt.core"" included at runtime.",major
1173,AFE in CompilationUnitEditor using CVS Annotate,major
1174,Next/Previous subword actions don't set selection for copying,major
1175,[quick fix] incorrect placement of new temp decl [quick fix],minor
1176,Surround with try/catch quick fix too greedy [quick fix],minor
1177,VMDisconnectedException logged from source lookup,major
1178,Canceling search leads to broken workspace,major
1179,Changing Perspective Bar Layout Mangles Search Menus [JUnit],major
1180,Copy refactoring should use container encoding to create new file,major
1181,NPE in JavaDocCompletionProcessor,major
1182,make Structure Selection actions more robust [refactoring] [editor],minor
1183,Odd occurance when pasting into a java file,critical
1184,"Odd ""import"" code folding state after paste",minor
1185,refactorings fail + running fails + Background Indexer Crash Recovery,major
1188,Externalize Strings uses wrong newline character [nls] [refactoring],major
1189,[projection] collapsing a foldable region puts caret to start of file,major
1190,Code assist javadoc confused by duplicate java.lang.String,minor
1191,[typing] Error Message after undo copy/paste,major
1192,[JUnit] Wrong radio behaviour when switching to running single test,major
1193,[typing]Can delete word (Ctrl-Backspace) on read only file,major
1195,Exception when dragging a method to another class using the package explorer,major
1197,Source => Generate Getters and Setters...  template is buggy [code manipulation],minor
1198,RC 2 does not recognize jre on Mac,blocker
1199,"cut, copy locks up",critical
1200,F1 help missing,trivial
1201,3.0RC2: Project build failed because: Cannot find the class file for java.lang.Object,major
1202,[search] Search references should not return matches in referenced libraries,major
1203,ArrayIndexOutOfBounds adding project to source lookup,major
1204,Move refactoring mess up package view,major
1205,Java Search Read Filter filters too much,major
1206,Conflicting mnemonics in Refactor menu [refactoring],trivial
1207,"""Organize Imports"" imports inner classes but the compiler think it unnecessary [code manipulation]",minor
1209,Refactoring fails if validate edit returns a cancel status [refactoring],critical
1210,"[javadoc][assist] Content assist doesn't work in Javadoc ""line breaks""",minor
1211,Internal StackOverflowError occurred during project build,major
1213,DirtyBufferValidationState becomes stale when buffer closes,critical
1215,[spell checking] tons of temporary spell check annotations,major
1217,Exceptions in log when Opening type while checking out,major
1219,NPE in JUnit view [JUnit],major
1220,'Unable to create part' error when debugging,major
1221,Search for file occurences keybinding doesn't work,critical
1224,"[preferences][syntax highlighting] Default ""static method invocation"" syntax highlighting is too strong",minor
1225,[Workbench] label in type hierarchy view not wrapped,minor
1230,[formatting] javadoc formatter removes blank lines between empty javadoc tags (xdoclet fails),minor
1231,Extracting method shows confusing preview,minor
1232,[implementation] Reconciling should be more robust,critical
1233,[formatting] Code formatter formats header comments,minor
1234,"[dom] Ctrl+C command fails when ""assert"" is enabled",critical
1236,[rulers] Unable to jump to error from Overview ruler,minor
1237,Cut and Paste sometimes does not work as expected,major
1238,Line numbers behave like whole file was modified,minor
1240,[extract local] Refactor -> Extract local variable doesn't ignore whitespace in selection [refactoring],minor
1241,typo in javadoc of ClassInstanceCreation,trivial
1242,[projection] Should have a way to return current editor to default Folding state,minor
1243,IWAV0138E Remote VM terminated too soon error - when accessing beaninfo from a project that does not contain JRE_CONTAINER classpath,major
1244,"[nls tooling] On ""Externalize Strings"": Alt-R moves focus to wrong component",minor
1247,"[1.5] class file with ""1.4 compatibility"" cannot be run in Java 1.4",major
1248,Outline view warning/error decorators incorrectly reapplied after delete,minor
1249,[content assist] Insert common prefixes should automatically bring up the list of possible matches,minor
1254,Code assist in javadoc completion for links to inner class members does not work correctly for not fully-classified classes [javadoc],minor
1255,Java editor cannot open big files,major
1256,Pressing the 'Home' key doesn't go to the start of the text,trivial
1257,Show Junit view on error preference totally broken [JUnit],major
1258,Code Assist can break Template,minor
1259,[spell checking][api (internal)] Change SpellCheckingEngine.getAvailableLocales,trivial
1260,[navigation][hovering] Javadoc view cannot find URL with anchor,minor
1261,Empty string as a program argument not accepted.,minor
1262,Debugger doesn't stop in finally block,major
1264,Shortcut cannot be changed,minor
1265,exception whlie saving a file (!?),major
1266,[templates][content assist] Java Template with selected text not working,major
1267,"NPE in ""Add unimplemented methods"" quick fix [quick fix] [code manipulation]",minor
1268,[content assist] Content Assist inserts proposal description string,minor
1269,[preferences] Unnecessary auto complete of Javadoc comments in code template editor,minor
1270,Type Hierarchy View should show active working set in content description [type hierarchy],minor
1271,[painting] IAE in StyledText.getBidiSegments upon revert,major
1272,Java Search fails if string contains a single quote (') [search],major
1273,Choosing 'Cancel' in the ${string_prompt} dialog does not cancel the Run command,minor
1275,JavaConventions.ValidatePackageName() does not return ERROR,major
1276,Output folder is forced to be inside the project,major
1277,[1.5] override indicators missing if overriding method has different type parameters,minor
1278,[format] Formatter fails to wrap lines for assignment statements,minor
1279,[misc] Javadoc view not displaying @link tag correctly,minor
1280,[1.5] NPE while compiling FindBugs,major
1281,[hovering] Display @value in javadoc of static fields,minor
1282,[1.5][Override Method] Generates wrong signature in ${see_to_overridden} template [code manipulation],minor
1284,[1.5] Generics bug with array of types,major
1286,Move field adds field to end of type,minor
1287,[1.5] NPE in Scope.minimalErasedCandidate,major
1289,Search references does not work correctly....,major
1291,Compare shouldn't reference internal class ISourceElementRequestor,blocker
1292,PasteAction should notify results,major
1294,Generate Constructor using Fields doesn't do anything,minor
1296,AllTypeCache thread dies on runtime exceptions,major
1297,NPE on save,major
1298,Hover-over for method-local array-type variables shows incorrect dimensions,minor
1300,Gratuitous newlines when using code assist,major
1301,[Javadoc] Missing description for return tag is not always warned,minor
1302,Index not updated after adding a source folder,major
1304,Many small builds (up to full build) on startup,major
1305,[navigation][hovering] Anchor tags spanning multiple lines break Javadoc display,minor
1306,[wording] Error dialog when no browser widget found for javadoc view,minor
1307,Ctrl+Click feature became slow in 3.1,major
1308,[1.5] Source:implement/override doesn't recognize generic interface [code manipulation],minor
1309,Pressing Esc while opening Search dialog locks Eclipse [JUnit],critical
1310,Cannot save Java editor after error,major
1312,Java 1.5 generics problem (Eclipse 3.1M1),major
1313,NPE in BreakpointLocationVerifierJob when doubleclicking ruler outside of type,minor
1314,[1.5] Convert to enhanced for loop quick assist should not be available if counter is used in loop,minor
1315,[search][doc] Java search tab documentation is confusing about qualified name,trivial
1318,Full build on startup,critical
1321,[content asssit] Parameter hints and content assist disappear when hitting CAPS-LOCK,minor
1322,Change the state of a JSP breakpoint when debugging the JSP causing a NPE [3.0.2],critical
1323,Copy / Paste deleting files,critical
1324,"Code Formatting does not correspond to the created profile, blocks paste and corrections",major
1325,[1.5] Code select should return IType when parameterized type is selected,minor
1326,[GUI Blooper] Javadoc Ant script save dialog includes bogus character,trivial
1327,"[typing][formatter] superfluous ""*/"" added when formatting",major
1329,Split condition target to narrow,minor
1331,Convert to Enhanced For [quick assist],minor
1332,"""Select"" strings in scoping selection dialogs should end in ':'",trivial
1333,Missing mnemonic for Select Type dialog for detail formatters,minor
1334,Extra punctuation in checbox text,trivial
1335,[introduce factory] refactoring doesn't work with nested constructors,major
1336,[content assist] 'main' method template should be made more relevant,minor
1337,[Progress] Invalid Thread Access in AllTypesCache,major
1338,NPE in AdvancedQuickAssistProcessor$3.isCovered,major
1339,Syntax error for annotation in 1.4 has unknown source range,minor
1340,Removing catch clause disregards else block,major
1341,MacOSXVMInstallType.detectInstallLocation() always returns null if findVMInstall succeeds,major
1342,quickfix generation of serialUID failes,minor
1343,[refactor] Inlining is performed when preview checkbox is not checked.,major
1344,Step into selection and displaying accelerator,trivial
1345,Step into Selection --> Step Into Selection,minor
1346,Exception is thrown while performing auto-importing after class rename,major
1348,Missing binding on non-visible type,minor
1349,Inconsistent results when adding a breakpoint to class file with src attached,critical
1350,[UI] Menu in the package explorer view doesn't work anymore,major
1352,error in compiling working (in jdk1.5) generics code,major
1353,[search] Search for method declaration always use a string pattern [search],minor
1354,The command 'org.eclipse.jdt.debug.ui.Watch' is not defined,major
1355,[validateEdit] validateEdit repositions cursor,critical
1356,Eclipse abort and generate this error log,blocker
1357,[Search] reference and compare reports slow & out of memory error,major
1358,[assist] Sometimes returns wrong getter/setter method,minor
1359,Inline method should refuse to work when calls to the method are ambiguous [refactoring] [inline method],major
1360,"IllegalArgumentException: Invalid string literal : >(""i"" + ""ib2"")<",major
1361,[variables] Displaying XML string variable with mouseover popup strips XML tags,minor
1362,"Using latest, NPE in codeassist",major
1364,Method signature using QuickFix incorrect in static methods,minor
1365,Run configuration dialog layout,minor
1366,Opening Eclipse twice breaks eclipse,critical
1367,Refactor inner class of an interface [refactoring],minor
1368,Code assist always proposes current type in @see tag,minor
1369,[1.5][Generics] Wrong type mismatch about very simple generic java code. (extending generics),major
1371,Vm detection fails on Linux,critical
1373,Selection is replaced with last replaced string after Find window is closed,trivial
1374,java logical structure descriptions missing,major
1376,Problem on refactoring [refactoring],major
1377,[projection] Line numbers not updated during search in Java editor,major
1378,logical structure not working for map,major
1379,[recovery] ArrayIndexOutOfBounds in Parser in reconciler,major
1381,instanceof codeassist doesn't recognize instanceof java keyword,minor
1382,[compiler] Reference to constructor includes space after closing parenthesis,major
1383,[1.5][compiler] ArrayIndexOutOfBoundsException with vararg constructor of generic superclass,major
1385,JAR file creation problem,major
1386,Change method signature dialog displays error status on unchanged settings [refactoring],minor
1387,[preferences] Preview window in Preferences->Java->Properties File Editor displays incorrect background color,minor
1389,outline should not accept dropping folders on it,major
1390,Can't use 5.0 After Setting Compliance to 5.0,major
1392,Rename Enum Constant: wrong new name validation message [refactoring] [rename],minor
1394,[1.5] some enums failing to parse; internal error dialog pops up while typing,critical
1398,"[hovering] Javadoc from source doesn't properly handle ""@"" sign in description.",minor
1399,[3.1M3] Internal compiler error java.lang.NoSuchFieldError: receiverType  at org.eclipse.jdt.internal.compiler.ast.SingleNameReference.resolveType(SingleNameReference.java:633),critical
1401,Viewing members in object causes out of memory,major
1404,[recovery] NPE in GoToNextPreviousMemberAction with syntax error,minor
1406,"""Add javadoc comment"" adds a non-javadoc comment",minor
1407,Duplicate Lines shortcuts fail,minor
1409,JUnit tries to execute abstract classes [JUnit],major
1411,[model] IType#getSuperInterfaceTypeSignatures() doesn't include type arguments,major
1412,Duplicate mnemonic on exception breakpoint properties page,trivial
1413,JUnit 'Failures' list has items with wrong label,critical
1414,[format] Space before ? should default to false,minor
1416,Exception breakpoint hangs,major
1417,"'Add generated serial version ID' shows ""error"" message",minor
1418,[1.5][compiler] Java 1.5 Boxing and Character?,major
1419,[1.5] Internal compiler error: java.lang.NullPointerException at ParameterizedTypeBinding.getMethods,major
1421,[1.5][compiler] Internal compiler error on Unchecked Conversion,major
1422,Move Member Type to New File: Wizard should come up with OK enabled,minor
1423,[formatter] Java Code Formatting results in placement three screens right,major
1424,autoboxing does not work in combination with downcasting,major
1425,Compiler preference page: disabling default compliance settings should leave 'disallow' combos disabled,minor
1426,Move to new file refactoring does not detect,major
1427,[templates] Line breaks in templates not recreated,minor
1428,Quick fix create method builds incorrect generic return type.,minor
1429,[1.5][compiler] Semantics for Generics not the same as for Sun,major
1430,IOException when exporting java application on MacOSX,major
1431,"Erroneous compile error ""The local variable may not have been initialized""",critical
1432,[JUnit] Stop button is not disabled after tests finished in debug mode,minor
1433,NPE in WildcardBinding.signature with Mark Occurrences in Collections.class,major
1434,[projection] Nested code should not be unfold if not needed,major
1436,[1.5] Mutually-recursive type bounds interfere with inheritance of generic type,major
1438,Deprecated Date API no longer throws a warning or error,major
1439,"Wrong error message ""; expected"" when writing an interface",minor
1440,Allow to put a source directory on the classpath as well,critical
1441,Javadoc of CompletionProposal#getFlags() needs polish,trivial
1443,"""debug last launched"" produces wrong and stupid errors (code included)",critical
1444,Problems with unreleased (closed) files,major
1446,[find/replace] Switching incremental search directions finds same match,minor
1447,NPE is ITypeBinding.isCastCompatible,major
1448,[compiler] NPE while reporting array empty dimensions problem,critical
1449,Javadoc of ASTNode#getStartPosition() contains dangling reference to ASTParser,minor
1450,Refactor's result placed at wrong position,minor
1451,Package explorer using working sets does not display source folders correctly on project creation,major
1454,JUnit view toolbar run button enabled when no test can be run [JUnit],minor
1456,Move Member Type fails with anonymous inner class,minor
1457,Boxing,trivial
1460,NPE in ChangeParametersControl.installParameterTypeContentAssist,major
1461,[1.5] Annotations with RetentionPolicy.RUNTIME are lost after a rebuild,major
1465,[model] Clarify the problem requestor paramter in becomeWorkingCopy,trivial
1468,NPE when testing switch to 5.0 quick fix [quick fix] [5.0],major
1469,[wording] Text editor ruler context menu wording,minor
1470,"InvocationTargetException on enum ""Move member type to New File"" [5.0]",major
1471,move method prompts for parameter name even if not needed,minor
1472,IllegalArgumentException in SimpleName.setIdentifier when moving vararg method,major
1473,[preferences][templates] Code Template comment for Types doesn't adhere to conventions,minor
1474,[refactoring] disable extract method on case constants,minor
1476,[implementation] One CUE leaked by shell listener in ContentAssist2,major
1477,[Java 5] Verification error when creating anonymous enum subtypes,major
1478,[wording] Occurrences get reset on mouse click,minor
1480,[select] Hovering over colon in case statement shows details of previous element,trivial
1481,Package Explorer working set mode can't be restored anymore,major
1482,"Package Explorer shows nothing after drill into working set, then show projects",minor
1483,[nls tooling] Properties File editor does not properly color first = or : on continuation lines,minor
1486,Step Over treated as Resume when conditional breakpoint encountered,major
1487,The type org.eclipse.swt.internal.gtk.GdkEventKey cannot be resolved when using Java 5.0,major
1488,"[1.5] ""Static import never used"" warning disappears when variable of same name is declared",minor
1489,[compiler][1.5] Correct use of generic abstract classes give compiler error,major
1490,[1.5] NullPointerException in FieldBinding.canBeSeenBy when using static import,major
1491,[content assist] Quickfix stops working when Ctrl-1 is pressed during Content Assist,major
1494,cannot edit working sets from package explorer [package explorer],major
1495,[formatting] Revisit CommentFormatterPreferenceConstants,trivial
1496,[preferences] Disabling and enabling folding on small file takes forever,major
1497,[preferences] Colour section of Properties File Editor preference page should not grab vertical space,trivial
1498,[content assist] BIDI: Additional info hides the content assist,major
1500,generic semantics have some problems,critical
1501,"[5.0][syntax highlighting] ""@"" in ""@ interface"" should be rendered keyword-style",minor
1502,[search][javadoc] Method parameter types references not found in @see/@link tags,major
1503,Preview for whitespace before/after question mark should show unbound wildcard [formatter],trivial
1504,[refactoring] StackOverflowError in move instance method,major
1507,Problem with compareTo() under JDK 1.5,major
1509,[compiler][1.5] Java 5.0 Compiler generates bogus code,critical
1510,[1.5] VerifyError with Autoboxing,critical
1511,[5.0] annotation syntax highlighting interspersed with comments,minor
1512,[select] Text selection fail on constructor when parameters are parameterized types,major
1513,[misc] Javadoc double-click strategy wrong for non-tags,minor
1514,"Cannot set conditional breakpoint - no ""Common"" properties page",major
1515,Search dialog does not store more than 6 pattern strings,major
1516,"Unsupported search pattern: """" error [search]",major
1517,Exception in change method signature,major
1518,Typo in plugin.xml,trivial
1520,[misc] Breakpoint icons disappear,major
1521,Variable is not updated in the variables view,major
1522,cannot open eclipse.exe,major
1523,M4 internal compiler error: NullPointerException with static imports,major
1524,3.1 M4 can cause overview ruler to disappear forever,major
1525,[1.5] Compiler generates incorrect signature for throws clause.,minor
1528,ICodeAssist#codeSelect(..) on implicit methods should not return a java element,minor
1529,[javadoc] Javadoc reference to constructor of secondary type has no binding / not found by search,minor
1530,[1.5][search] Erasure match doesn't work for binary parameterized types,major
1531,Need to be able to drag binary classes in Package Explorer,major
1533,[1.5] compiler should error on ambiguous method invocation due to duplicate static imports,minor
1535,[Viewers] Open Call Hierarchy fails to find callers sometimes [call hierarchy],major
1536,NPE when restoring ITypeBinding from key,major
1537,Override/Implement Methods error on Iterator.next() method definition,minor
1538,Cannot format a java file with something like A extends B<C<?>> (3.1M4),major
1539,Wrong fullyQualifiedName for inner classes,major
1540,"""Incompatible argument to function"" at vararg function",major
1541,CU dirty after move refactoring,major
1542,compiler reports error but there is no error,critical
1543,[1.5] Enum constructor cannot be public or protected,minor
1544,[1.5] Organize Imports is broken for annotations,major
1545,[search][javadoc] References to methods/constructors: range does not include parameter lists,minor
1546,Using the debugger causes my machine to crash/reboot,critical
1547,Enum constructor: should have private method icon,minor
1548,[1.5][Generics] regression in latest snapshot,major
1549,IllegalArgumentException from JDIReferenceType.getGenericName,critical
1550,[1.5] java.lang.VerifyError with Enums,critical
1551,[formatter] Line wrapping for binary expression always default indentation,minor
1552,[1.5] AbstractMethodError: Compiler fails to catch missing methods of implemented interface.,major
1553,[1.5] AbstractMethodError when using covariant returns,critical
1554,[1.5][compiler] null is allowed as a legal element value in annotations,major
1555,OpenCloseWorkingSetAction actions visible when no selection,minor
1556,"ArrayIndexOutOfBoundsException, internal compiler error",critical
1558,Add enabled in SuperInterfaceSelectionDialog when no selection,minor
1559,Unable to timeout when attaching to a bogus debug port,critical
1560,Refactoring does not do anything...,major
1561,"Strange error message when using keywords ""const"" and ""goto"" as variable names",minor
1562,Debugger Hangs on Startup,critical
1563,NaiveASTFlattener should add spaces around extendedOperands in InfixExpression,minor
1564,"[content assist] Content assist repeats ""new"" for anonymous class",minor
1565,Bad code  generated for Java 5.0,major
1566,[projection] New 'Header Comments' Property has a Minor Bug,minor
1567,Inline constant cannot inline anonymous classes,minor
1568,"[1.5][assist] Enum type not shown in autocomplete list after ""<class-name>.""",minor
1569,[1.5] parameterized inner type is illegal without parameterized  outer type,minor
1571,refactoring: NPE in BreakpointUtils.addJavaBreakpointAttributes,major
1572,[compiler] Integer[] is not compatible with String[] in conditional expression,critical
1574,VerifyError running o.e.pdu.ui from workspace,major
1575,NPE in JavaElementResourceMapping when replacing changed package with latest from HEAD,major
1577,Call Hierarchy has no context help,minor
1578,"[1.5][assist] ""extends"" not proposed when writing method declarations",minor
1579,Quick Fix. Inverse Condition of notT suggests notnotT instead of T,minor
1581,"""Import.."" button missing third "".""",trivial
1582,ClassNotLoadedException while performing completion on local variables in Display View,major
1583,logical structure not working for map entry,major
1584,[preferences][wording] Unnecessary ellipsis in group title text,trivial
1585,[5.0][syntax highlighting] autoboxing: constants are not highlighted,minor
1586,[5.0][syntax highlighting] autoboxing: boxing in array initializer not detected,minor
1587,[5.0][syntax highlighting] autoboxing: boxing in varargs method invocations not highlighted,minor
1588,Cannot create new Java project in new workspace,major
1589,[5.0][syntax coloring] Coloring of unboxing/boxing: Missing cases,minor
1590,[5.0][syntax highlighting] autoboxing: boxing in enhanced for loop not highlighted,minor
1591,[implementation] saveAs existing file fails - content replaced with original content,major
1592,[5.0][syntax highlighting] autoboxing: boxing of field accesses not detected,minor
1593,[wording] Description for synchronized template is incorrect,trivial
1594,NPE in InferTypeArguments with cast to primitive type,major
1596,New JRE container dialog shows empty combo,trivial
1597,[refactoring] infer type arguments should warn about 1.4 JRE library,minor
1598,Code assist/auto completion - overwrite method not working,major
1599,Problem with copy/paste of class in package explorer,major
1600,[1.5][compiler[ code generation error in M5 w/regard to generics,blocker
1601,[javadoc][assist] Wrong reference to binary static initializer in javadoc,minor
1602,"Error in the test case ""testFieldUseSubtypesOfList"" - JDT UI Refactoring",major
1603,[content assist] invalid parameter hints on content assist,major
1604,[projection] NPE when typing characters in Incremental Find,major
1605,Deadlock while debugging using M5a,major
1606,Tips & Tricks has wrong location for Type Filters,trivial
1608,[1.5][compiler] Compiler-Bug using generics,major
1609,[projection] IAE after QuickFix 'Create method in supertype' and File > Revert,major
1611,Hang importing plugins as source,major
1612,[content assist]  guessing parameters is very slow,major
1613,[search] Search for type finds segments in import,major
1615,logical structure for Vector failing,major
1616,crash copying filePath to java file,critical
1617,[navigation] Scrollbars should be hidden in javadoc view and hover when not needed,trivial
1618,update TTypes: annotations are also interfaces now,minor
1619,Run dialog: ability to copy run configuration,minor
1620,[1.5] Code assist for Javadoc and generics creates comments with warnings,minor
1622,Errors in javadoc generation for ltk.core.refactoring (references to commands plugin),minor
1623,[1.5][compiler] compiler should flag unchecked cast,major
1624,Temporary variable type incorrect [refactoring] [inline] [1.5],minor
1626,Loop renaming implementation of method defined in an interface,major
1627,[model] JDT core triggers a post change event although core resources triggers a pre build event,major
1629,TVT3.1 #25 - New configuration window contains truncated text,minor
1630,The built-in Eclipse compiler behaves differently than IBM or Sun JDK,critical
1631,[refactoring] [extract local] wrong auto-added import line while refactor,minor
1632,Internal compiler error,major
1633,[JUnit] Eclipse's JUnit runner hangs on a large error messages,blocker
1634,"Problem in ""Add unimplemented methods"" [code manipulation]",minor
1635,"JUnit allows ""Run As JUnit Test"" for non-tests",minor
1636,Enum causes compiler error,major
1637,Generic java.util.Enumeration shows error,major
1639,TVT3.1 #47 - Text overlaps button in Last Launched panel,minor
1640,compiling error on jdk1.5 collection generics,critical
1641,[1.5][compiler] Enum constants generate warnings about synthetic constructor access,minor
1642,[performance][projection] Code folding can increase open time of large files by a factor of 4,major
1643,Setting a JavaStratrumLineBreakpoint when an application server is attached is very slow,critical
1644,debug depends on deleted JDT Core API,critical
1645,should use IContentType.isKindOf in PropertiesFileDocumentProvider,trivial
1646,ASTParser is returning incorrect TypeDeclaration,major
1647,Javadoc: clarify ITypeBinding#getTypeBounds(),trivial
1649,[1.5][DOM] ASTRewriteAnalyzer blows up with local enums,major
1650,[search] Reference search result is changed by placement of private method,critical
1651,CCE in RefactoringAvailabilityTester.isDeleteAvailable,major
1652,compiler options,minor
1653,[5.0] OpenAction does not select whole ITypeParameter,minor
1654,[1.5][compiler] Invalid Enum comparing (Build id: I20050219-1500),major
1655,[hovering] @link{ #FIELD } not displayed properly,minor
1656,UserLibrary.serialize /createFromString need support for access restriction / attributes,major
1659,Edit JRE Dialog: Doubleclick should edit source att. / javadoc loc. dialogs,trivial
1663,[projection] Deleting line with folded javadoc comment only deletes part of it,major
1666,[Mac] Can't Debug,major
1668,[quick fix] add throws declaration quick fix adds javadoc @throws at wrong place,minor
1669,[compiler] public constructor of protected inner class invisible in subclass,major
1670,Warning in jdt launching java doc generation,trivial
1673,[polish] Installed JRE pref page: Order of buttons,trivial
1674,Linked per project settings: filter check box on by default,minor
1675,Project specific property pages should always show Configure Workspace Settings [preference],minor
1676,[nls tooling] Externalize String wizard: new Eclipse mode and sorting,minor
1677,[code manipulation] generate ctor using fields: duplicate warning does not consider erasure,minor
1678,JUnit help points to wrong page,trivial
1679,"Edit > Undo and Redo are enabled in the PE, but don't do anything [package explorer]",minor
1680,[refactoring] AFE in 'Extract interface',major
1681,Infer type arguments does not report progress [refactoring],minor
1682,[content assist] Order of completion proposals does not seem correct,major
1683,new class wizard: unknown type parameters should be taken as type variables,minor
1685,"[JUnit] JUnit TestCase wizard's ""Class under test"" browser does not recognize nested classes",minor
1686,[code assist] the caret position is wrong after code assist,major
1687,Open on selection proposes twice the same entry,major
1688,[content assist][5.0] Content Assist beeps when inserting parameterized type proposal with argument guessing,minor
1689,[1.5][search][enum] Reference to constructors does not include parameters,minor
1691,NPE in bindThrownExceptions,major
1692,Types not found using Open Type and search for declaration,major
1693,[content assist] NPE in JavaTypeCompletionProposal,major
1694,[search] does not find method references in anonymous class of imported jarred plugin,major
1695,Debugger shows dialog on each(!) breakpoint hit + NPE in .log,major
1696,"[nls tooling] TVT3.1 #113 - Non-externalized string ""default"" in Externalize Strings panel",trivial
1697,[projection] Folding takes a long time to disable on StyledText.java,major
1698,[1.5][compiler] Collections.sort (List<Comparable>) compile error,major
1699,"[1.5][quick fix] 'Add unimplemented method' results in arg0, arg1 ... when using $T as type param",minor
1700,"[preferences][templates] ""New Template"" dialog default ""Java",minor
1701,[search] SearchEngine.createJavaSearchScope swallows problems,major
1702,Stack trace console should use console font,trivial
1703,ASTRewriteAnalyzer#doTextCopy(..) adds edit twice to group,minor
1705,[1.5][compiler] Generic method overloading. Javac allows but eclipse doesn't,major
1706,Eclipse loses type information for java code located under linked resource folders,major
1707,[reconciling] CME while spell checking,major
1708,"Wrong compiler error: ""The return type is incompatible with....""",blocker
1709,ctrl click no longer works in m5a,major
1710,jdt.junit.runtime is a special case,blocker
1711,"Inline Method dialog should always start with ""Delete method declaration"" checked",minor
1712,[1.5][compiler] Missing unchecked warning,minor
1713,[Detail Formatter] Dot-Completion -> slow,minor
1714,[misc] IllegalStateException in Java editor,major
1715,Undo typing does not work in Java files,major
1716,Debugger frequently throws exception processing async queue,critical
1717,The Mark Occurrences feature does not mark all occurrences,minor
1718,[hovering] Javadoc hover does not show Javadoc of (type) parameters,minor
1719,Code assist stopped working,major
1720,Malfunction of Format function,minor
1721,"changing a string value in the debugger, focus should be on the textarea.",trivial
1722,Project Open/Close items are disabled when Package Explorer active,major
1724,[nls tooling] AssertionFailedException when externalizing strings,major
1726,[navigation] Editor flickers when Ctrl selecting a long line of text in smart mode,minor
1727,package-info.java is not being correctly compiled,major
1728,[content assist] Code assist UI: Inner types rendered with container qualification,minor
1730,Exported plugin dependencies are missing from the classpath,major
1731,"""Rename in file"" broken",major
1732,top frame not selected when monitor added to stack,critical
1733,[ast rewrite] new API: move range of nodes and replace,major
1735,Missing space after 'Searching for Errors in' message,minor
1736,[1.5] NPE in ITypeBinding#getJavaElement() for capture binding,minor
1737,[1.5] Can't distinguish capture ITypeBindings by #getKey() or #isEqualTo(),major
1738,[1.5][compiler] Internal compiler error: NullPointerException in ReferenceBinding.findSuperTypeErasingTo,critical
1739,[projection] Comment unfolding makes editor scroll,minor
1740,Attaching Source to j3dcore.jar breaks java.library.path,critical
