,summary,severity
954,Random crashes when opening dpreview.com,critical
956,Crash after changing theme and then resizing on dual monitors,critical
958,firefox crashes for several reasons,critical
959,won't install,critical
960,Click on flash animation lock address bar,minor
961,firefox crashes when I attempt to print this page,critical
962,Menu still says Firebird,minor
963,I had fire fox 0.7 worked fine upgraded to 0.8 and now it wount launch...,critical
964,crash as soon as XPI extension starts to install (after download) [@ FrameManager::ReResolveStyleContext],critical
965,"Can't login to Hotmail, form won't submit",major
966,"When browsing a website using frames, links open i wrong windows",major
967,"""I'm Feeling Lucky"" search from address bar doesn't activate Stop toolbar button",minor
968,bookmark toolbar folder disabled when server won't resolve,minor
972,install freezes,critical
973,firefox crash when opening pages with VERY long HTML line (35ko),critical
974,Won't send support request to Nvida \ GeForce,major
976,firefox crashes with lineakd,critical
977,"browser crash, no error message, heavy embeded content use, javascript generated html",critical
978,malfunction of javascript confirm function in firefox,major
979,Full screen mode shows Windows-like minimize/maximize/close buttons on Mac,trivial
980,"Firefox  crashes (the process run but the application GUI fails to launch and run) this appears to have some connection to NewsMonster, JRE 1.4.2_03",critical
981,crash: Gtk-WARNING **: invalid cast from (NULL) pointer to `GtkObject',critical
982,opening links from other applications hangs parts of Firefox,critical
984,"can't save page with <img id=""title""> from URL ending with slash",major
985,Firefox crashes if there is no profile (import wizard dialog appears),critical
986,Build chokes on browser/components/migration/src/nsOperaProfileMigrator.cpp,blocker
987,windows media player plugin starts but does not play audio,major
989,ctrl-w on last tab closes firefox,minor
990,Toolbar doesn't work in Firefox thou in Mozilla 1.6,major
991,"Installing FirefoxSetup-0.8.exe: ""(null) is not a valid Win32 application""",major
993,crash switching tabs,critical
994,Browser window won't scroll down when one hits space bar,major
996,Control+Shift+click on bookmark should open a background tab,minor
997,FireFox crashes everytime I attempt to go to a certian URL,critical
999,Browser crashes on many pages due to Flash,critical
1001,exe-file opens in browser (can set default action to save w/o prompt) [MIME type= application/x-msdos-program],major
1002,Autocomplete does not remember user-entered URL if target page redirects to a new URL,minor
1003,The yahoo page cliams that the browser will not accept cookies even tho the cookies are enabled,major
1005,"with duplicate bookmark keywords, removing 2nd one didn't return behavior to first without restart",minor
1006,compiled firefox does not install Adblock extension unless offical build's chrome directory is copied into compiled version's directory,major
1008,AUDIODEV environment variables causes crash on keyboard input,critical
1009,cannot enter text into google search box when google is loaded in a new tab,major
1010,firefox hangs with website that use RealPlay and Flash,critical
1013,Browser loses ability to connect to the network,critical
1019,Long pages of html cause redraw problems in Firefox and other apps,critical
1020,"Removing and putting back the ""back"" and ""forward"" buttons on the toolbar when not gray, disables these buttons",minor
1023,Mail toolbar icon should be different to History icon,minor
1024,Installer build throws javascript error on file->import and import dialog does not function,major
1025,"Mail Integration Label should be below icon, not next to it",trivial
1026,scrolling with the mouse wheel does not work after pressing the wheel button (autoscroll),minor
1027,"Return Key does not ""Go"" in URL/Location toolbar",major
1029,crash from pressing tab when entering info into some info-boxes like the one I am typing in now,critical
1037,"Crash when opening certain URLs, but only in current window",critical
1038,"""no proxy for"" doesn't work if port information entered",minor
1039,Firefox crashes on startup at firefox.exe!nsScriptableRegion::Release()  + 0xd594,critical
1041,[GTK2-only] Firefox crashes while opening this page,critical
1043,Mozilla 1.7b and Firefox 0.8 are not compatible,critical
1044,Firefox crashes upon loading the URL,critical
1045,Browsing http://ftp and ftp://ftp sites causes memory usage to spike,critical
1047,Crash setting wallpaper to a broken image,critical
1049,Firefox *always* crashes on opening a zip-file,critical
1052,"crash, but not every time, when i look into my online bank account",critical
1053,Thunderbird can't launch URLs from restarted Firefox. Profile Manager shows instead.,major
1054,Delete all bookmarks causes Firefox lose profile and hang,critical
1055,crash when loading to the given site,critical
1056,crash CTRL T viewing local files,critical
1060,Enclosing a STYLE and a SELECT tag in a SPAN crashes the browser,critical
1062,Mozilla gets focus when webpage page loads/reloads in current tab,minor
1063,crash while visiting website [@ nsCSSValue::Reset ],critical
1065,"Firefox crashes,if we open ""New Bookmark"" with ""Alt+B"",after selecting and cutting all the existing bookmark in ""Manage Bookmarks"".",critical
1066,crash after calling removeChild() and refresh,critical
1067,Using colon in URL within homepage field disables OK button.,minor
1068,smartmoney.com crashes 20040329 linux gtk2 build,critical
1069,Crashes if I try to load URL (http://www.cctvusa.com/time.html),critical
1071,Search function on abc.com web-site hangs Firefox (javascript loop?),critical
1072,"javascript conflict when using 2 or more tabs, causes 'uncaught exception'",major
1073,nonfunctioning submit button,major
1074,Firefox unloads when accessing web site (with Flash plugin),critical
1075,crash if I expand and then collapse a day,critical
1076,Forms pages just won't work,major
1077,crash when entering maps page,critical
1078,crash on startup with talkback enabled builds on fedora core 1/debian (with prelinking),critical
1079,Cannot Access Webpage/Website due to language which can't be decoded by FireFox/Mozilla,major
1080,"C++ Runtime Error importing Microsoft Internet Explorer Favorites, bookmarks etc.",major
1081,Restoring from full screen mode does not restore menu or title bar until Firefox window loses focus,minor
1083,print preview onW3 ascii chart crashes firefox,critical
1084,address bar autocomplete does not fill in protocol to url,minor
1085,Crashes when clicking on link to a signed XPI file,critical
1086,Firefox install deletes windows system files,critical
1088,Inability to Load Lotus iNotes Webpage,critical
1089,Loading in tab blocked while other tab completes,major
1090,firefox hangs on startup if i enable dual head configuration in linux,critical
1092,Unable to login to webmail or other sites requiring a username and password,major
1093,Crash in debug FireFox build in startup,critical
1094,crash if selection in textarea is attempted after form submit,critical
1095,Clicking on some real audio links causes browser to send realplayer an empty temp file,major
1097,Firefox crashes when a tab is closed [@ morkWriter::PutRowDict ],critical
1098,firefox crashes when trying to load the above URL,critical
1099,Site isnt working,major
1100,Help is not packaged in installer builds,major
1101,Installing certain themes will crash Firefox beyond reinstalling.,critical
1102,Toolbar-Items disappear from Customization-Menu when Toolbar is closed,minor
1103,about:cache missing in nightly,major
1104,highlighting links locks browser,critical
1105,Textarea / textbox on Mac OS X  garbled garbage characters (nvidia video),major
1106,installer is not responding half way through the install,major
1107,radio.xml needs to pick up XPFE changes,major
1108,'Next' button disabled when last checkbox unchecked in Import Wizard,major
1109,malicious javascript loop code renders browser unusable--you have to kill the process,critical
1111,Crash when opening Go menu,critical
1112,Display of print preview should reflect rounded up margin value,minor
1113,"Will not display maps from ""MapQuest"" . There are several similar reports up already. But  in my case it won't even display, let alone print. But it works fine on my Macintosh.",major
1115,Crash if I enter any character in any page. Run otherwise.,critical
1116,"Very long time until this url opens, opnes immediately with IE",major
1117,Crash when trying to enter text in input field. [@ nsTreeBodyFrame::PrefillPropertyArray][@ _ZN15nsTreeBodyFrame20PrefillPropertyArrayEiP12nsTreeColumn],critical
1118,The full sized picture does not operate correctly as a Javascript component,major
1119,vgpro.com - browser crashes on page load,critical
1120,Crash when responding to some messages in MSDN Channel 9 forums,critical
1121,sometimes cannot close a [first] tab,major
1123,"Long time (20 -30 sec) to switch between URL's, works immediately with IE",major
1126,proxy settings with ports specified are not imported properly,major
1127,While clicking and holding on the close button rendering stops (in chrome and content),minor
1128,"""Website Certified by an Unknown Authority"" dialog, inverted arrow-keys",minor
1130,crash when writting into the addressbar,critical
1131,Uploading a file without an extension crashes Firefox,critical
1132,Ctrl+P doesn't work in Print Preview,minor
1133,Frogpad Store crashes Firefox,critical
1135,Westpac Online Banking transfer funds crashes browser,critical
1137,Firefox crashes after adding any new extension and clicking on tools,critical
1138,can not login to sprint secure site.  Can not access any secure pages,major
1140,"Once the import wizard is opened, it cannot be closed/canceled",major
1141,Using File -> Send page does nothing.,major
1143,crash starting Firefox without migrating Seamonkey profile,critical
1144,"find as you type, and standard search crash on this page",critical
1145,firefox crashes if i press tab to jump through the links; no reaction of the browser,critical
1146,Bookmark pop-out secondary menu not in synk with first menu entry on second monitor,minor
1147,History of Firefox is lost frequently without crash.,critical
1148,consistent crash at this apple url,critical
1152,"Occasional crashes when clicking in, or selecting text in the address bar",critical
1153,Firefox becomes extremely slow when sites with large images are opened,major
1154,all pages that contain java applets slows down firefox to a crawl for 30sec to 1 min.,major
1156,Favicon appears in address bar even when browser.chrome.favicons is false,minor
1157,Firefox crashed trying to submit attachment to Bugzilla [@ strlen],critical
1161,Firefox will not start.,critical
1162,Firefox crashes after shutting down every time,critical
1163,Firefox crashes while navigating http://www.trenitalia.com/home/it/index.html with the keyboard,critical
1164,closing sidebar with focus doesn't restore focus to page,major
1165,"Pinstripe should follow ""Full keyboard access"" system preferences",major
1167,mail button is malformed,trivial
1168,crash loading the submitted URL,critical
1169,Display freeze when trying to render big image at slow network speed,critical
1170,Firefox crashes on startup with SIGILL in libxpcom new(unsigned) on RH8,critical
1171,"Cyberarmy's ""crash the browser"" page crashes my browser (how surprising)",critical
1172,Bookmarks Menu / Bookmarks Toolbar are Empty,major
1174,"""blocked popup"" icon not appearing",major
1176,Proxy setting keyboard bindings are incorrect (Press up and it goes down),trivial
1178,PAC: support for non-URL's in preference,major
1181,"html sites does not build up completly, even if i do a refresh",major
1182,Non 32-bit icons on Windows not vertically centered,trivial
1183,"Initial resizing of browser window hides window manager's top line with {move, close, iconify}",major
1184,"No keyboard shortcut for closing ""in the sidebar"" bookmarks sidebars",minor
1185,About dialog uses too much X-Server bandwidth,minor
1186,"program immediately freezes after installation, despite creating a new profile.",major
1187,"Profile migration completely busted if only a ""phoenix"" profile exists",major
1189,hang when visiting the supplied URL.,critical
1190,Crash when clicking print button before page finishes loading.,critical
1191,Java menu never finishes loading,minor
1192,"""Advanced"" panel in Preferences is broken",major
1193,Firefox AVIARY builds crashes at startup,critical
1194,Initial right click -> delete in url history is disabled,minor
1195,Scrolling mutilates text line; pixel line disappears,minor
1197,window.open() fails to open,major
1198,Duplicate key id in main window.,minor
1199,The title-bar should show the file URI for *.txt files,minor
1200,[trunk] Search bar doesn't work,major
1202,"Tabs bar, status bar, Download Manager, Extensions Manager and Themes Manager respond to all kinds of double-click (left, middle, right mouse buttons)",minor
1204,no forms will submit via get or post,major
1205,win2k and old JRE on FF10x Firefox crashes on exit if page containing WMP9 plugin was visited [@ wmp.dll ][@ 0x56ff8b90 - wmp.dll],critical
1206,Browser hangs after clicking on .cfm URL,critical
1207,Sites not added to history sidebar if 'Today' is expanded,minor
1208,nsProfileMigrator.cpp fails to build on BeOS  AVIARY_1_0_20040515_BRANCH,blocker
1209,F-Fox v.08 Location Dropdown does not auto-populate on-click,minor
1212,Focus lost until window unfocused+refocused when using autocomplete and a menu,minor
1213,Firefox browser crashed while I was creating blog entry at blogger.com,critical
1214,Security dialogs shouldn't depend on help files,major
1215,Crash when I view 'www.uboot.com',critical
1216,problems with JavaScript -- somehow related to sidebar,major
1217,Javascript in Sidebar is not working properly,major
1218,Comcast website doesn't work in Firefox,major
1220,"As soon as the last image on the page loads, computer completely restarts.",critical
1221,Operation timed out. Cannot open google.com,major
1222,No autocomplete function in address bar or online forms,major
1223,Firefox will not start after added xpi extensions. Delete and reinstall does not help.,critical
1227,ff refuses to start on a restricted user-account,critical
1229,link to jpbe.net crashes Firefox and Moz 1.4.1 instantly,critical
1231,"After add  cookie exception, buttons ""Allow"" and ""Block"" are not grayed.",minor
1233,FF10PR1 crash on start after importing passwords [@ kernel32.dll - nsIEProfileMigrator::GetSignonsListFromPStore ],critical
1234,Folders in bookmark manager or sidebar will not collapse (using the twisty) after deleteing a folder,minor
1235,Crash if going one page back and then forward again,critical
1236,Help is broken (XML Parsing Error) in installer builds,major
1237,Provide information how to localize Firefox,critical
1239,"setting ""Use small Icons"" is not corrected imported from 0.8 versions",minor
1240,Firefox doesn't start after installation - XPCOM.EventReceiver: firefox.exe,critical
1241,Missing icons due to broken links in Winstripe,minor
1242,crashes with a fatal error when i try to connecting a URL,critical
1244,Will not open javascript:POPUP or javascriptlaunch elsewhere!,major
1245,switching fullscreen creates ui artifacts,major
1246,Blank Options window in 0.9rc if Extensions or Advanced panel was last selected in 0.8,minor
1247,Firefox imports IE booksmarks over old bookmarks,critical
1249,URLs from other apps result in two Firefox windows or a window and an error dialog (Set as Default Browser does a lousy job creating ddeexec keys),major
1250,<window> XUL  mantain width and height.,major
1251,CTRL+Backspace does not work in location field,minor
1252,Wheel mouse scrolls too quickly,minor
1253,"I can no longer press the ""OK"" button and most of the message box style buttons. I believe this page is Javascript.",major
1254,Wrong accesskey values for migration UI,minor
1255,document.rptViewReportForm.submit is not a function,major
1256,preferences dialog won't close with OK (after changing homepage),major
1257,Unable to use internet keyword...,major
1258,No notification if find in page fails (Toolbar Search field),minor
1261,Minimize behaviour is different depending on the context menu displayed,minor
1262,Crash when loading page at tylock.com,critical
1264,Menu Bar Drop downs do not function properly after using toolbar customization.,minor
1266,Random crashes in Firefox 0.9,critical
1268,XML Parsing Error prevents Firefox from starting,critical
1270,Firefox hangs viewing page,critical
1272,Firefox bookmarks do not lead to u.m.o for themes extensions,major
1273,Generic application icon in the Dock,minor
1274,"address bar does not change when switching tabs, stays same URL",major
1275,"""Ask for each cookie"" option broken",major
1276,firefox 0.9 cant browse the net via the address bar,major
1277,Firefox 0.9 source tarball is missing browser directory,major
1278,firefox crashes on loading any ssl site,critical
1280,Security: Firefox switches between secure and insecure sites without useful warning,major
1281,Regression: FTP connection does not show directory listing,major
1283,CPU usage reaches 99% and will not go down,major
1284,"new windows and/or new window's URL bar won't take focus, browser only shows ""Firefox"" menu",major
1286,crashes while loading the site mentioned in the URL field.,critical
1290,crash visiting Mozillazine,critical
1291,"Crash if I save in folder ""Courtney Pine (2000) Back In The Day""",critical
1292,no window popup when link is clicked,major
1293,Mail button looks horked when using small icons and show icons and text,minor
1294,"After pressing Enter in search bar, dragging to search bar opens a new tab",minor
1295,Crash if I rename a bookmark in the 'Manage Bookmarks' area,critical
1296,Crash when loading www.calciomercato.com,critical
1298,"If I pass to another tab with CTRL+PGUP and use Type Ahead, that still refers to last tab",major
1299,When I go to allposters.com and try to search the posters and press the down arrow it goes to the bottom of the screen,minor
1300,"does not reender some/random pages, when click refresh then firefox shows normal page",major
1301,"Yahoo web based mail cookie error, related to ""Insert addresses""",major
1302,Firefox crashes at home.pacbell.net/atai/guitool/,critical
1303,"after installing firefox.9 and it not working the next day. i am unable to use the XP system restore,",major
1304,browser crashes when trying to load this site,critical
1305,Firefox 0.9 milestone simply refuses to launch,critical
1306,"Firefox steals control of JPEGs, GIFs and other graphics types from user settings",major
1307,Crash when opening Firefox,critical
1308,Domain Mismatch XML parsing error,major
1310,firefox 0.9 crashes on any page with Java applets.,critical
1311,no map will display,major
1313,Chat doesn't open,major
1314,browser crashes before any page can load,critical
1315,XPCOM Event Receiver stops OS shutting down by not closing,critical
1317,Firefox crashing while doing a post in a forum,critical
1319,tries to download main.asp (server script),major
1320,Browser doesn't run.,critical
1321,The 2 panes of bookmarkmanager do not interact,major
1322,installer uses wrong directory,major
1325,FF10PR1 crash importing IE settings [@ kernel32.dll | MSVCRT.DLL - nsIEProfileMigrator::CopyFormData][@ kernel32.dll  | MSVCRT.DLL - _com_error::_com_error] [@ JS_GetPrivate - nsScriptSecurityManager::GetFramePrincipal],critical
1327,"when I click on a search button Mozilla and Firefox dont do anything; when I commit a filled form, Moz and Firef dont do anything",major
1328,pcworld.co.uk successfully opens a popup window,major
1329,jumping to previous/next word in textboxes broken,major
1330,In full screen buttons at top are not on edge of screen,minor
1331,"Firefox 0.9 wont import MS IE 6.0 sp 1 favorites, cookies, or anything else",major
1333,Cannot install Macromedia Flash on Firefox mac,major
1336,drop down box is too big on a dual monitor setup,minor
1337,Firefox 0.9 segfaults (always,critical
1338,Awkward text in Tools->Options->Privacy header,trivial
1339,"Firefox 0.9 crashes on many websites, what sites crash it are unpredicatable",critical
1340,Lockups when vieing posts,major
1342,"Visit the Paytrust URL, then click on Secure Sign-in. Firefox locks up with 100% CPU usage.",critical
1344,Firefox acts very unusual when starting up.. and then just won't start.,critical
1345,Find-in-page dialog stops working when different tab is selected,minor
1346,5 missing cursors,minor
1347,browser hangs/crashes when trying to open a secure page,critical
1348,If I click on one of the images they will open in a new window. If I close the window the whole Firefox crashes.,critical
1349,"0.9.0 loaded once, downloaded extensions, will not load",critical
1350,"FireFox thinks it's Netscape 7.x when I run installer, leads to crash",critical
1351,Firefox 0.9.1 pointer slows down whenever a Firefox window has focus,major
1352,Uninstall of Firefox deleted my bookmarks (and profile too!),critical
1353,"Office 97,  Excel97, WORD97, Visual Basic 6.0  will not ""load"" after installing FF0.9.1",critical
1354,"crash if I close ""Opening <filename>"" dialogue before I select a save location [@ nsXPCWrappedJSClass::CallMethod() ]",critical
1355,Javascript not working (was fine still 0.8+ release),major
1357,"hangs, can't click anything on browser, then crashes when I try to exit the browser",critical
1358,selecting menu items and going back results in menu item remaining selected,minor
1359,Failure to launch with XML Parsing error,blocker
1360,Hangs on certain site,critical
1361,startup fails,critical
1363,"nothing happens when clicking on ""new folder"" button from the ""Move"" dialog",minor
1364,Intermintant XML Parasing Error,critical
1365,"Following message on startup or attempt to access any URL ""The Connection was refused when attempting to contact <***name of site***>""",major
1366,CTRL+TAB does not move betweeen tabs correctly,minor
1368,New window fails to respond.,major
1369,Firefox bookmarks cannot drag and drop,minor
1370,Attempting to print anything from Firefox causes browser to crash and shut down [@ comdlg32.dll ],critical
1371,"0.9.1 install imported old IE bookmarks, but not bookmarks from Firefox 0.8.",major
1372,Firefox shouldn't unregister Mozilla as default application after uninstallation,major
1373,Visual information needed when search wraps,minor
1374,Visiting http://www.timbressuisses.ch/histoiretell.htm crash firefox.,critical
1376,firefox won't open link to framesite (it works offline but not online),major
1377,"""send"" button not work",major
1380,disabling form autocomplete doesn't take effect until restart,major
1382,"Move dialog in Bookmarks Manager has words ""Create in:""",trivial
1383,Freezes when I go to that page in Firefox 0.9.1,critical
1384,submitted page doesnt refresh,major
1387,when no windows open the Go/Home menu does nothing,minor
1388,OK button is shaded out,major
1390,"Crash when you click ""New Bookmark"", ""New Folder"" or ""New Separator""",critical
1391,Can't send mail on Hotmail and Yahoo,major
1392,QuickTime/Flash plugin not scriptable after Firefox re-installation (missing xpt files),major
1393,Scrollbar can cease working if you click a link then press stop and wrong URL shown in address bar,minor
1394,Crash when loading/entering the page,critical
1395,Themes  / Extensions manager install button label is blank.,major
1396,File input button does not properly render,major
1397,Bookmark sub-menu remains open after clicking on a Bookmark in the Bookmark menu if an attempt to drag & drop a Bookmark into it was cancelled.,minor
1398,firefox 0.9.1 ASSERTION / hang on startup.,critical
1399,Pressing Esc while using scale dropdown in print preview causes keyboard problems,critical
1400,scrollbars not rendered properly on new release,major
1403,"This page loads, java logo flashes briefly and Firefox crashes.",critical
1405,Bookmarks menu closes too fast,minor
1406,Firefox will hang with heavy CPU utilization on (incomplete?) web pages,critical
1407,Firefox 0.9.1 hangs (don't answer) and loads CPU 100% when trying to load http://www.svenskbridge.se,critical
1408,Error 0x028af92e on Firefox exit,critical
1409,Strange repeated dropdown arrow on menu buttons due to Winstripe arrow resizing,minor
1410,Find doesn't work in Full Screen mode,minor
1414,crash if I attempt to login and I use the enter key to log in,critical
1415,open in tabs/middleclicking a bookmarks folder/groupmark is broken,major
1416,crash on form query on rottentomatoes.com,critical
1419,"history sidebar: after deleting items, empty ""folders"" do not vanish before re-opening the history sidebar",trivial
1420,[linux only] no default homepage set for linux,major
1423,Menus on the Fox website do not appear or respond.,minor
1425,bypasses popup login. direct to access denied,major
1426,could not establish connection,major
1428,Firefox crashes when trying to open an URL in a new tab [@ ntdll.dll - js_NewObjectMap ],critical
1429,Image from the source above does not show up if placed in a IMG-tag,major
1430,Pages randomly bounce up and down on main screen!,major
1432,"crashes if I go to www.w3c.org and click on ""CSS"" (to display information about CSS specifications)",critical
1433,Installer chokes on Talkback : -214 DOES_NOT_EXIST,blocker
1434,"History Sidebar does not allow ""Delete"" when opening contextmenu in the first time",minor
1436,modifying the checkbox for software install (XPI) in Web Features has no effect,major
1437,Uninstalled .91 and installed .9.2 - firefox will not launch,critical
1439,Bookmarks Toolbar does not update after changing bookmark's name,minor
1440,Crash when I visit this page,critical
1442,"Ctrl-a should select all, not go to the beginning of a line",major
1443,"bookmarks manager: canceling ""Move..."" does not keep correct selection",minor
1444,Bookmarks Toolbar blank after closing all windows and opening a new one,major
1445,Firefox freezes up every time on this page,critical
1446,Ameritrade Command Console Order Placement Crashes,critical
1448,Firefox crashes when attempting to load this frame(?),critical
1452,Frames Context Menu: duplicate keyboard shortcuts for 'W' and 'F',minor
1453,Mozilla 0.92 does not import 'favourites'  from IE,major
1454,Crash at startup (version 0.8 worked fine),critical
1456,page scrolls but no scroll bars shown,minor
1457,no options in options menu,minor
1458,fails to actually reload/refresh local files after changes to file,major
1459,"Browser crashes when using ""Sort Bookmarks 0.51"" extension with ""Add Bookmark Here 0.5"" extension installed [@ nsXULContentBuilder::RemoveGeneratedContent ]",critical
1461,content of tabs not focused to keyboard scrolling when switching tabs,major
1462,crash when using the kinput japanese text input server,critical
1463,Status bar icons shouldn't resize their areas when they appear,trivial
1464,dialog fail to close,major
1465,Moving bookmarks while Bookmarks Manager is in a sorted view has unexpected results,minor
1469,Make New Folder in Browse For Folders common dialog does not focus the new folder for rename,minor
1470,Ctrl+Shift+I shortcut for DOM Inspector not shown in menu,minor
1473,random crashing/hanging whenever I view a comments page on LiveJournal,critical
1475,"About:, Help->About, Help->Release Notes and about:config are broken",major
1476,OS X: forms with large number of select fields hangs browser,critical
1478,Installer fails,blocker
1479,this link causes immediate blue screen of death.  explorer displays it fine.,critical
1480,"upgrading to 0.9 from 0.8, firefox won't open",major
1482,Firefox freezes Windows XP,critical
1483,crash or freeze while entering text in text areas,critical
1484,whenever surfing away from this page to another - the browser crashes,critical
1486,freeze on PHPBB private messages,critical
1489,"option marked as selected does not get selected in drop down when selected=""value""",major
1491,Flash objects embeded in HTML pages do not refresh when scrolling.,major
1492,FF092 crash viewing flash [@ nsGenericHTMLElement::RecreateFrames],critical
1493,"Upon page request, Firefox crashed, and has been unable to restart",critical
1495,Crashes shortly after loading page,critical
1496,proxy settings import doesn't strip http:// if present in IE,major
1497,Science News login screen causes browser to hang,critical
1498,"Trying to upgrade to Firefox 0.9.2, install won't complete, doesn't go past Extraction and Clean Sweep Stages.",major
1500,crash on ANY keyboard input,critical
1501,internet disconnets (crash) every time I load www.apple.com,critical
1502,Various HTML buttons do not respond when clicked.,major
1503,crash on http://finance.yahoo.com/q?s=PLMO,critical
1504,page loses it's CSS rendering abilities after logging out of friendster,major
1506,moving the bookmarks toolbar in customization breaks overflow,minor
1507,Do not allow hiding of statusbar by default,major
1508,"Root Bookmarks folder on left column of Bookmarks Manager appears expanded, but nothing is listed",minor
1509,Firefox crash always when I try to register into the right panel,critical
1511,A site turned off my pop-up blocker preference,major
1512,Mouseover/Rollover Images No Longer Work -- WinXP SP2,major
1513,Occasionally a websiteâ€™s URL will become frozen in the address bar,minor
1515,Window scrolling is erratic when using ThinkPad 3rd mouse button for scrolling,minor
1517,Firefox crashes on launch.,critical
1519,Crash when using back button w/ Adobe Acrobat 6 pro,critical
1520,document.all support seems to break gmail rendering,major
1525,Signed script does not work in Firefox,major
1528,crashes during use on the site.  Seems to be random,critical
1530,random crashes,critical
1532,"adress bar ""pumps"" when clicking the home button if ""about:blank"" is default URL",minor
1536,Manually entering URL with multiple tabs open results in seemingly new window,minor
1539,Autocomplete is 'Forgetting' previously visited addresses in the Address Bar,minor
1540,Input type=image buttons are highlighted when clicked,minor
1541,firefox cannot open files with external programs.,major
1543,url opens separate frame cannot be upsized,major
1544,browser sometimes hangs while opening links from other programs,critical
1545,Incorrect address in address bar when doing a google search.,major
1546,crash when opening the web page,critical
1547,Firefox displays Chinese/Asian characters for some pages,major
1548,Select list inside div and table re-renders larger when button is clicked,minor
1549,After I imported my stuff from IE6 SSL wasn't enabled,major
1550,opening multiple links rapidly in tabs causes browser crash/lock-up,critical
1551,Firefox is crashing at startup [@ firefox.exe ],critical
1553,"The ""Open with"" option no longer specifies a helper nor provides the option to select one.",major
1554,opening internet shortcut (.url file) brings error dialog when firefox is already running,major
1555,Unable to select a newly added language,minor
1556,<editor> tags don't work; nsIEditingSession.xpt is missing from Windows Firefox builds,major
1557,Crash with GTK error if entering the above mentioned website,critical
1560,"Context menu Open (Link) in New Window , back/back button does not work in new page.",major
1561,"Framed page points to wrong ""relative"" URL; the frame points to the relative URL of Frameset, not of the framed page",major
1562,menu in wrong place,minor
1563,crash loading page,critical
1564,CMD+N Fails to open new window when others are minimized to Dock,minor
1567,Netscape Quality Feedback Agent Hangs Every Time It Runs,critical
1571,"""Bookmark this Link"" should be ""Bookmark This Link...""",trivial
1572,"Importing IE saved form history hangs, apparently doing nothing",major
1573,Corrupt Japanese bitmaps cf. 255031,major
1575,Crashes going to the web site fordvehicles.com,critical
1576,download notification doesn't go away on win xp sp2,major
1577,buttons displayed too small for the contained text,minor
1578,Background and color styles do not render,major
1579,"On gamefaqs page, Home, Page Down, Page Up Keys- Bring user to end of page and do not scroll up",minor
1581,"FF 0,9x hangs and consumes 100% of CPU time",critical
1582,Firefox 0.9.3 hangs completely when clicking the Log in link in soundclick.com,critical
1583,FF10PR1 Crash with any javascript popup window (window.open) [@ 0x00000000 - nsCOMPtr_base::assign_with_AddRef ],critical
1584,Selecting bookmark properties by right clicking on bookmark on toolbar does not open,minor
1585,"Choosing ""Save Image As..."" from the context menu sometimes causes incorrect default name/type in ""Save Image"" dialog",minor
1586,OK button in preferences not working if home page changed.,major
1587,window can be resized to hide statusbar or other ui components,major
1588,No results from search bar/web search,major
1589,toolbar buttons remain depressed after dragging off,minor
1592,Extension/Theme Manager and Help Contents don't close on ESC,minor
1593,browser hangs if I try to scroll before the page fully loads,critical
1594,Browser crashes when I visit certain sites.,critical
1595,"[Linux] crash when manually opening a popup, having Google Pagerank installed and disabled [@ nsImageBoxFrame::UpdateImage() ]",critical
1596,"Rename dialog title from ""Preferences"" to ""Options""",minor
1598,Crash when I go to http://www.racer.nl/,critical
1599,about: links to nonexistent NPL,minor
1600,Some links within IPS version 2.0 boards cause Firefox to freeze and crash.,critical
1601,Missing-plugin dialog contains useless and not-working Cancel button,trivial
1602,Extreme slowdown at startup under Windows XP SP2,major
1603,Firefox freezes when I try to view this simple page,critical
1604,about:config context menus do not have default options bolded,minor
1605,"0.9.3 & before, Windows & Mac using keyboard to switch tab while loading pages hangs, crashes",critical
1606,Crash if I go to www.winduo.cz/chat/,critical
1607,Firefox hangs before page is displayed,critical
1608,Firefox 0.9.3 and all other with Firefox opend sites will crash!!!,critical
1610,page cannot be scrolled by the arrow keys after focusing an empty area of a website,major
1612,"When a link has focus, the page doesn't scroll",major
1614,"FF builds 20040818 00 PDT and later  CRASH at startup, corruption in bookmarks handling",critical
1615,Does not start up properly. Coughs when loading bookmarks. See screenshot appended.,critical
1616,OK doesn't work after changing home page and switching to another category,major
1618,Clicking focused readonly textbox triggers autocomplete,minor
1619,Status icon calls all newsfeeds RSS (even Atom),trivial
1620,Unable to create bookmark by drag-and-drop link to bookmark toolbar or menu,blocker
1624,Crashed and had to force quit Firefox to quit it.,critical
1625,Crash On Close - When Closing Soon After opening [@ nsXPCWrappedJSClass::GetInterfaceName ],critical
1626,crashes while viewing this site .. 2/3rds of the time?,critical
1627,application/rss+xml should pretty-print instead of downloading,minor
1628,FF10x M17x Roboform crashes [@ nsQueryInterface::operator] [@ RoboForm.dll],critical
1630,font-popup is too narrow,trivial
1631,"Firefox locks up, using 99% of all CPU cycles after secure page with insecure items loads",critical
1634,clicking on a link in an external application fails to launch firefox,major
1635,non 7-bit ascii characters replaced by question marks,major
1636,Remove unused strings from credits.dtd,minor
1637,FF10PR1 crash when adding/refreshing live bookmark [@ nsBookmarksService::OnAssert] [@ nsBookmarksService::OnUnassert],critical
1638,Firefox freezes when I'm about to finish my order,critical
1640,Page Setup/Print/Print Preview hang Firefox on any page,critical
1641,"Button ""New Folder"" in save file dialog has wrong icon",minor
