,summary,severity
694,[Refactoring] Renaming class name does not find references inside casts,major
695,[Parser/Templates] instance typedef not usable as qualification,major
696,[Search] Search in selected header file does not work,major
697,[Search] Selection Search For Working Set ... does not always bring up dialog,major
698,[Content Assist] Content Assist erases code,major
699,"Unable to start Eclipse more than once per X session, SAXParseException in org.eclipse.core.runtime.adaptor.PluginParser",major
700,Preprocessor Symbols ignored (in line of class definition),major
701,[Search] Search not finding all references in a specific example,major
702,"Unicode – ""*.mk"", ""*.d"" and ""makefile"" under Debug folder in Managed Make C++ Project can't be displayed correctly",minor
703,Indexer:  Double-Indexing on Specific  Project,major
704,CDT Core test suite not running,major
706,[Refactoring] Refactor fails if indexer errors exist.,major
707,Save Failed NULL,major
708,[Scanner] Macro replacement confusion,major
709,C++ files don't show up in C/C++ Projects view,major
710,[Search] Search does not find references for methods in shapes example,major
711,[Editor] Responsiveness horrible with large program,major
712,"Performance:  Search on a specific class, all declarations took 7 minutes...",major
713,[Scanner] Scanner doesn't distinguish C & C++ keywords,major
714,Eclipse hangs on binary search or refreshing of the C/C++ project with 5500 files.,major
715,error while loading shared libraries,major
716,Indexer needs to store more info,major
718,[Parser] Out of memory error when opening Mozilla .h source file,major
719,It takes over 6 hours to index the Mozilla source code,major
720,Build Console dramatically slows down builds,major
722,[Scanner] IProblem offsets wrong for macro expansions,major
723,[Parser] problems with Navigation,major
724,[Managed Build] IDE hangs on startup due to race condition,major
725,Failed luanching CDI Debugger,blocker
726,[Parser] Struct referenced by parms of a function pointer typedef not found by Search,major
727,Incorrect Update Site in the Help,minor
728,ScannerInfo incorrecly parses ScannerInfoProvider command data streams,major
729,NullPointerException at org.eclipse.cdt.internal.core.search.indexing.IndexerModelListener.processDelta,major
730,Outline is messed up by preprocessing commands,major
731,CDT 2.1 SDK Builds are un-unzippable,major
733,Menu for -imacros and -std options,minor
734,[Scanner] Wrong compare if the two declarations are in other number system.,major
735,Make builder environment ecoding/decoding incorrect,blocker
736,Renaming the Mozilla project (Standard C++ project) locks CDT,major
737,"CDT Indexer throws syntax error on ""this"" in C function declaration",minor
738,[Managed Build] Importing 1.2x mgd make projects doesn't update artifactName,major
739,[Scanner Config] Importing 1.2.1 project does not update,major
741,Managed C++ does not handle linked .c sources,major
742,[Managed Build] UpdateManagedProjectAction fails for third party targets/configs,major
743,CDT hogs Windows input loop when double clicking on a breakpoint,major
745,Single character literals misparsed,minor
746,"""Terminate"" hangs",critical
747,[Content assist] fails when using string type,minor
748,"[Managed Build] 1.2 supported spaces in build goal names, 2.0 doesn't",major
749,"After reopening Eclipse, a C++ managed project is not usable in any language other than English",critical
751,Parser Problem - ISourceElementRequestor's acceptFunctionReference is not entered,major
752,Preprocessor problem - Multi line #defines are not accepted,major
753,failures upon copy'n paste from Clipboard,minor
755,Preprocessor problem - Multi line #if are not accepted,major
756,[Parser] Incorrect parsing of scoped variables and intialisation,major
757,[Parser] incorrect creation of cast expression,major
759,"[Parser] In ASTSimpleTypeSpecifier.getTypeSpecifier, ""symbol"" is dereferenced to null",major
760,"In ASTSimpleTypeSpecifier.getTypeSpecifier, ""symbol"" is dereferenced to null",major
761,"[Scanner] Preprocessor problem - ""#if // comment"" is not accept",major
762,usualArithmeticConversions doesn't handle pointers,major
763,Missing built-ins for mingw,major
765,[Code assist] Doesn't work anymore after creating a makefile,major
766,[MBS] Build all results in a 'clean all',major
767,[MBS] Project References hides build error markers,major
768,Focus regression in single stepping mode,major
770,Unable view context of structured local variable in Debug Variable View,major
771,"VC error parser can't handle (###,##)",minor
772,VC error parser can't handle remarks,minor
773,Unacceptable compiling efficiency overhead in Console Window,major
775,"Strange parsing and sorting in the ""Problems"" window",major
776,"An internal error occurred during: ""Processing C/C++ Index Markers",major
777,Syntax Errors while parsing system header files,major
778,[Templates] TemplateFactory.addConstructor does nothing,major
780,"ParserFactory.parse() is returning false, although no parse error is coming out",major
781,InternalParserUtil.createFileReader is returning null,major
782,"The memory view is ghosted/blank when the GDB console selected via ""Debugger process""",minor
784,[MBS] NPEs on project import,critical
785,[Parser] Syntax Errors: Problems with handling float value in the preprocessor statements,major
786,Output of debugger and program mixes and appers in Eclipse console,major
787,Function Folding not working with win32-API program,minor
789,Parser error during type casting,major
790,Structure with bit fields cannot be parsed,major
791,Search doesn't distinguish between global and local symbols,minor
792,Strange tooltip for C++ member function,minor
793,Problem debugging multi-threaded embedded MIPS program with Eclipse CDT and Cygwin,major
794,Debug error - NullPointerException,major
795,"[Variant] Struct with name containing ""/"" character cannot be parsed",major
798,Spaces in project name cause CDI debugger launch to fail.,minor
799,NullPointerException when debugging using RC6 on OSX,critical
800,Global arrays show only the first element in the Variable View,major
801,Console output handling and interaction is broken,critical
802,[Parser2] C Parser doesnt handle variable length arrays,major
804,CDT changes behavior of Java editor,major
805,IllegalStateException when opening C File on Eclipse M4,critical
807,packages not loaded org.cdt.*,blocker
808,Type cache update on save hangs Eclipse,major
809,eclipse on IA64 crashes when trying to create a C/C++ project,blocker
812,Compiling produces - INTERNAL ERROR! code won't compile,major
813,Could not Launch GDB debug,critical
814,Adding the cnature to a simple project will show duplicate projects in projects view,major
816,GDB Input + Program Output in one console,major
817,GDB Input + Program Output in one console,major
818,GDB Input + Program Output in one console,major
819,CDT Deadlock - Indexer?,major
821,C/C++ templates broken,major
822,CDT make error under sunos,blocker
824,"Unable to complete action for feature ""Eclipse C/C++ Development Tooling SDK"" due to errors.",blocker
825,Eclipse hangs after failing  to save a new build target,major
826,IASTProblem.getMessage() does not map to file location,major
827,[DOM] stdio.h - Location/offsets degrade as parse continues on,major
828,CDT source code is not visible in /home/tools,blocker
829,PathEntry Marker Jobs a plenty,major
830,Full function prototype is not shown when folded,minor
831,Incomplete Documentation  for a few features...,major
832,"The ""Expression to watch"" field of the ""Add Watchpoint"" dialog is editable.",minor
833,C/C++ Editor hangs on opening,critical
834,Cannot Debug Command Line Executeables,major
835,[Scanner Config] not updating list of newly found path,major
836,Resolving all bindings on trilogy yields NPEs,major
837,Very few bindings get resolved to declarations in stdio.h,major
838,"""Varianbles..."" is displayed instead of ""Variables..."" in arguments tab",minor
839,"[Parser][Ambiguity] IASTSimpleDeclaration parsed as IASTExpressionStatement ""s* p""",major
840,Only the top 3 or 4 frames appear,major
841,Save related projects before build,major
842,Stuck makefile makes it impossible to save modified file,major
843,[misc] QuickDiff causes out of memory during normal operation,major
844,Build command if Preferences is not picked up when doing a build,major
845,Binary folder is not displayed when build the managed make project first time,minor
847,GRP2: Compiler discovery NL include path not recognized for Czech,major
848,deleting or moving source folders leaves invalid entries in .cdtproject,minor
849,crash when searching by . (dot) file in 'new xxx' dialog boxes,blocker
850,The breakpoint set via Debugger Console is not displayed in breakpoints view,major
851,Class browser: Showing wrong memebers if source code is changed,major
852,Run Dialog contains spell-error,trivial
853,"Syntax Error while invoking methods using ""this"" operator",major
856,Error log is generated when selecting project properties indexer option,critical
857,NPE is generated when pressing OK in project properties C/C++ indexer page,major
858,Error log is generated when selecting project properties indexer option,critical
859,Indexer is not slected by default when creating a new project,major
860,NPE from managebuilder when importing a cdt 2.0.0 project into cdt3.0 workspace,major
861,multiple entries for same project show in C/C++ project view,major
862,TVT3.1 #60 - Debug does not work in Czech locale,major
863,"""Program not Binary"" error while trying to debug",critical
865,Content Assist with new DOM hangs eclipse,major
866,"CThread.suspend suspends target, not thread",major
867,"CThread.suspend suspends target, not thread",major
868,Problem debugging mulidimensional arrays of chars,major
869,"""Create new project"" is buggy in I200504040300",major
872,[IBinding] StackOverflowError caused by resolving binding for cpp 8.2-7a,major
875,[CTags Indexer] Click on Info ... button does nothing,major
876,Cannot create project with DOM or Original C/C++ indexer being chosen,major
877,Code assistant doesn't work with C files,major
879,NPE generated for Opening a file outside of workspace,major
880,NPE generated for Opening a file outside of workspace,major
881,Spaces in workspace cause debugger launch to fail,major
882,Managed make C++ shared library project does not work,blocker
883,cross-gdb not recognized by CDT,blocker
884,M6/Linux Can't launch - Can not create pty,major
885,java.lang.UnsatisfiedLinkError: no spawner in java.library.path Error in HP-UX,major
888,Definitions missing in new Search Engine,major
889,Can create a c++ project correctly PLEASE HELP ME!!!!!,critical
890,DBCS 3.1:[CDT] Error occurred when switching to C++ Browsing,major
891,[IBinding] IVariable accepted where IType expected,major
892,[IBinding] IVariable accepted where IType expected (C),major
894,[Parser] infinite loop caused by invalid source code,critical
895,conditional breakpoint doesn't work if it is created after debug session has been launched,major
896,starting the debugger failed,blocker
897,Type Cache / Indexer causes deadlock in org.eclipse.cdt.ui.tests' AutomatedSuite,major
898,"Eclipse crash when trying to view a C++ project in the ""C/C++ Browsing"" Perspective",blocker
899,I18N: Core model messages should not be concatenated,major
900,Code Assist broken for QT Class headers,major
901,Exception when viewing a plain text file,major
902,Some help pages are external (from Eclipse website),trivial
903,CBreakpointWorkbenchAdapterFactory getChildren should return empty array,minor
904,The compiler cannot see files in an external include path,major
905,C/C++ Search does not produce search results,major
906,"Make, Env. Variables: need to restart IDE or re-open project to show user defined env. variables",major
907,When I try to build I get Error: CreatePipe,major
908,Cannot start Palm OS Developmer Suite,blocker
909,[Parser] Bad AST from static function call,major
910,Creating a new project during a background build will block,major
911,[DOM AST] Code buffers not refreshed after file is saved,major
914,Code Templates Insert Variable Missing Property,major
915,CDT cannot open *ANY* CPP file.,major
916,Minor bug in generating makefile results in being unable to link,minor
917,Dom parser gets confused with typedefs and void *,major
919,[Scanner] ASTNode offsets are wrong.,major
920,[DOM Indexer] won't run on new Standard Make C Project,major
921,[Open Definition] when indexing a project open definition gets blocked on the index,major
922,completion totally broken,major
923,All Reference fail to find functions with space before open-parentheses,major
924,[Indexer][C Project][Open Def/Decl] no def/decl found for any indexer with C project,major
925,flattenLocationsToFile returns null causing NPE in indexer,major
926,Eclipse 3.0.2 crashes after Managed C++ Make Project corrupts,critical
927,Unable to debug/run C++ managed project on AIX 5.2 and HP-UX B.11.11,blocker
928,Add Contributed Wizard Page 3 broken,major
930,Refactoring menu is missing names,major
931,Linux AMD64 missing org.eclipse.cdt.core.linux.x86 3.1.0 has x86_64,major
932,Extra semicolon generated after namespace,minor
933,CDT can't open files without extensions,major
934,Template name parsed incorrectly,major
935,NamespaceCollector needs to search whole tu,major
936,"""search scope for completion proposal"" ignored completely",major
937,IScannerInfoProvider does not return IScannerInfo for a project,major
938,[C Bindings] C bindings resolve to wrong declaration,major
939,Interogating objects on a linked list displays incorrect values,major
940,Interogating objects on a linked list displays incorrect values,major
941,ScannerInfo UI extension point issue,major
944,[Search]  Return parms not part of qualification matching,major
946,Open Type Hierarchy: failed to create the hierarchy,major
947,Open Type Hierarchy: failed to show supertype or subtype hierarchy,major
948,[Refactoring]: failed to rename a class and Core Exception for cannot create file buffoer,major
949,"The ""equals"" method of ""VariableDescriptor"" fails when stepping",major
950,NPE during failing KnR declarator which has consumed too much,major
951,[Memory View] Changing variable's value from variables view or memory view doesn't sync to each other,major
952,"folding marks are gone, folding not possible",major
953,Template C-header contains C++ comment (not ANSI standard),minor
955,Managed make not include .c files,major
956,[Scanner Discovery - Indexer] Indexer not notified of scanner info change,major
957,Files with .c extension no longer included in the build (RC3+M7),major
958,Attach to process fails with CDT 3.0M7,major
959,Scanner Info Discovery support needs to allow specification of compiler command,major
960,Breakpoints don't work with MingW gdb,blocker
961,Cannot inspect pointer to structure,critical
962," -environment-directory ""-r"" switch not supported in mi1",minor
963,[MBS]: IDE freezes when drag Mgd project properites page,critical
964,Latest EPL'd changes have invalid comment,blocker
965,Compile error in IDebugLogConstants,blocker
966,NPE in ReferencesSearchGroup which breaks right click in external files,major
967,[Navigation] Offsets wrong if header files do not have a trailing new-line,major
968,MBS 3.0 cannot convert CDT 1.2 & 2.0 projects,blocker
969,Eclipse 3.1RC4 can't start,blocker
970,Failed to create a new Class for std make project,major
972,Make project types explicit for cygwin/mingw,major
973,[Open Type/ Class Browsing] No namespace displayed,major
974,Per file discovery + Extended Scanner Info + C Project does not work,major
975,custom wizard pages are only displayed the first time the wizard is invoked,major
976,Failed to fill context menu for external header file,major
977,StackOverFlow when updating Type Cache,major
979,Changing project-specific content type for .c extension not working,major
981,managed build fails when toolchain declared at top-level,major
982,Getting compilation error in eclipse.,critical
983,.c-files ignored in managed C++ projects,major
984,Dependencies between managed C++ projects,major
985,Break points not working.,major
986,Variables View collapses structures between debug actions,critical
987,Variables View collapses structures between debug actions,critical
988,CDT GDB-server doesn't stop at breakpoints outside the current file being executed,major
989,[Scanner Discovery] Per-file options also given to header files incorrectly.,major
990,NullPointerException on Ctrl-Space,major
992,debugger lookup fails when using source compiled with managed make,major
994,Module View: Missing context menu on detailed pane,major
996,InvocationTargetException caused by SearchEngine.createSearchPattern,major
997,IndexerManager leaks elementchangelisteners on reset(),major
998,The modules view's icon is missing,minor
999,CDT Refactoring doesn't appear to respect excluded source files settings,major
1000,CDT Problem,critical
1001,NPE in CModelBuilder when deleting project,major
1002,Indexer Error: File not indexed because it was not built,major
1003,Tool converter never called,major
1004,isOptionEnabled never called,major
1005,"TVT 3.1 - TCT 457 - ""Refactor"" needs to be externalized for translation",major
1006,"TVT 3.1: TCT535 - repeating ""Rename"" menu under ""Refactor"" pulldown",major
1007,TVT 3.1 - TCT 480 - Mneumonics do not function correctly for PathEntry variables new button,major
1008,TVT 3.1 - TCT 489 - Code should not be right-to-left in BIDI,major
1009,TVT 3.1 - TCT 492 - Truncated string,major
1010,Shared Libraries ignored,blocker
1011,JVM crashes upon selection of Projects properties dialog C++ build option,critical
1012,[Open Type]: typedef in source file does not show up,major
1014,Macro parameters should work with navigation features,minor
1015,option enablement using 'live' values,major
1016,Argument stopInMain has no impact in method org.eclipse.cdt.debug.core.CDIDebugModel#newDebugTarget,minor
1019,"""Link with editor"" does not work in C/C++ Projects view",major
1020,Outline view broken CDT 3.0 RC3,major
1021,Getting exceptions when creating a new project,trivial
1022,Getting exceptions when creating a new project,trivial
1024,ClassCastException in GnuMakefileGenerator.addRuleForTool(),blocker
1025,secondary input type on the target tool isn't used,major
1026,CDT on AIX will not run or debug executables,blocker
1028,Can't debug,major
1029,CDT / Eclipses crashes frequently on random events,critical
1030,Incremental rebuilding of index sometimes corrupts index,major
1031,Indexer crashes Eclipse on code from www.boost.org,major
1032,CDT 3.0 does not build for mingw,major
1034,Debug continues to fail.,blocker
1035,Debug continues to fail.,blocker
1036,cdt.ui fails to show code templates preference page,major
1037,CDebugTarget suspend & resume handling effect all threads,major
1038,DVT 3.1 - TCT 627 - Filtering Tasks View Bad Link,major
1039,"DVT 3.1 - TCT 629 - Wrong panel is shown for ""Debug launch controls""",major
1040,CVS Checkout consistently crashes,major
1041,CDT / Eclipse crashes unpredictably,blocker
1042,C++ Indexer crashes (javacore included),major
1043,"The ""Debugger"" tab of the launch configuration dialog is too wide.",minor
1044,Blocking exception in CDT Project config dialog,critical
1046,MBS: description for browseType attribute says only applicable to list-typed options,minor
1047,Major crash and stack overflow if two projects reference each other,critical
1048,Stack frames and expressions are unavailable due to timing issues,major
1049,"Matching brackets match on all <, even if (a < 5)",minor
1050,Internal error while launching gdb debugger,blocker
1051,Eclipse don't start for second time,blocker
1052,Unable to install eclipse-cdt plugin via update manager on Gentoo-amd64,major
1054,C++ indexer doesn't work,blocker
1055,Eclipse hangs while creating Managed C++ project,critical
1056,Eclipse crash when try to open project properties,critical
1057,gui hangs when I add directories for include,major
1058,Fix for corrupt stack messages not working.,major
1059,unexpected exception when trying to rename a variable,major
1060,elementChanged doesn't get called with the changed element delta after refactoring,major
1061,Can not open a C editor,major
1062,Expanding Modules View throws SWTError: No more handles,major
1063,Syntax error in the editor and outline view is incomplete,major
1064,C++ Project View shows a wrong name for typedefs,major
1066,Elipse CDT can't debug existing executable,major
1067,CDT install not behaving good,blocker
1068,Indexer gives no result,blocker
1069,[Editor] Shift Right does not insert spaces (only tabs),minor
1070,"An internal error occurred during: ""Launching""",major
1071,"false ""__asm__""/""asm"" related syntax errors (gcc extensions)",minor
1072,ASTNode::getRawSignature,minor
1073,ASTNode::getRawSignature,minor
1075,"""File not indexed because it was not built"" problem marker occurs unnecessarily?",minor
1076,File search fails,blocker
1079,org.eclipse.cdt.internal.core.pdom.PDOMUpdator has println,minor
1080,Error launching 'cygpath' command,major
1081,C/C++ Attach to Local Application fails on FreeBSD,blocker
1083,"long messages during launch cause gdb to timeout, launch to fail",major
1085,Build in Progress continues even though Build has ended,minor
1086,Build Continues though Makefile build has ended,minor
1087,makefiles generated in a managed make project has syntax errors,major
1089,creation of c++-class: .cpp-file not created,major
1090,"""Restore Viewer State Error"" for Registers View.",major
1091,"CProjectPlatformPage: ""Show All Project Types"" checkbox resets ""Project Type"" dropdown",minor
1092,outline shows only global include,major
1094,"refactoring dies with out-of-memory, while indexer is running",major
1095,macro expansions incorrectly handled,major
1097,"""go to defintion"" not reliable",trivial
1098,Error Markers in C/C++ Editor & so does not appear in the Problems view.,minor
1099,Indexer hangs when opening the first project,major
1102,"Part selection(""#eli"") for ""#elif "" statement",trivial
1105,The libspawner.so file is missing in the distribution.,major
1107,Indexer don't recognize Paths from Root without Driveletter,major
1109,[Preferences] Consumers of File/Directory FieldEditor values need to quote/escape,minor
1110,"Indexer runs, even when indexing is set to ""No Indexing""",major
1111,"""variables""-view gets no vertical scrollbar",trivial
1112,Managed Make: Build Project does a clean when it shouldn't,major
1113,"C/C++ indexer hangs parsing the same file, give Malformed tree assertion failures",major
1115,C/C++ indexer runs at creating new project or creating new file,blocker
1116,Can not compile simple programs,blocker
1117,"make clean should use ""rm -f"" rather than ""rm"" (?)",minor
1119,Can not use org.eclipse.cdt.testing-3.0.2,minor
1120,Build variables of type Path List not handled by indexer if used to specify include dirs,major
1121,macros no longer work in tool commands,blocker
1122,[Content Assist] should respect existing parenthesis,trivial
1123,A lot of output crashes Eclipse/CDT,critical
1124,Wrong error message for MBSCustomPageManager,trivial
1125,Remove killer.cpp and killer.h,major
1127,Make target builds are broken,blocker
1128,CDocumentSetupParticipant must not install a default partitioner,major
1129,Launching C application results in crash,blocker
1130,Build hangs using cygwin or mingw,major
1131,Error parser hangs on certain build output,major
1132,NullPointerException when selecting any indexer in preferences,critical
1133,NullPointerException when selecting any indexer in preferences,critical
1135,Build 3.2M6 crashes on startup after UI layout changed in previous session,blocker
1136,Cdt build doesn't correctly pass library as parameters into g++/linker,major
1137,make targets get corrupted,major
1138,Regression: Problems view is not populated,major
1139,[Progress] cancel build does not cancel build immediately,minor
1140,MBS: explicit rules generated for each file if the project location contains spaces or spec chars,major
1141,Open Type does not work anymore,major
1142,Eclipse freezes when using indexer,critical
1143,can't attach to running process using gdb with eclipse,blocker
1145,[Editor] Preferences opened from context menu should include C/C++ editor pages,minor
1146,"Class creation wizard doesn't allow base class (""No classes available"")",major
1147,[Editor] Restoring Assembly Editor on startup throws lots of NullPointerExceptions,critical
1148,"Confusing ""C/C++ Search"" and ""Old C/C++ Search""",minor
1149,"Post-build causes errors on ""dependencies""",major
1151,Building a single resource menu issues,major
1152,Managed builder is interfering with all non-MBS projects,critical
1153,"Renaming a source directory causes the folder icon to lose the ""C"" decoration",minor
1154,Spawner not working?,blocker
1156,Launching debugger causes segmentation fault.,major
1158,CDT throws dozens of exceptions at startup,major
1159,CDT3.0.2 Plug-in API Refrence fails to initialize,minor
1164,Breakpoint icon on editor ruler is not repainted upon state change,major
1166,Indexer has issues on remote mounts,major
1167,Auto complete in C++ doesn't seem to be working,major
1168,Indexing the following file hangs the CDT parser,major
1169,"IllegalArgumentException during: ""Save Project Preferences"".",major
1171,Open Declaration does not work for constructor/destructor,major
1172,stack overflow exception in indexer,major
1173,Error launching debug session on MacOSX,major
1174,Open Declaration [F3]/Open Definition [Ctrl+F3] incorrect behavior,major
1175,Eclipse crashes in Managed Make C++ Project when closing an angle bracket (>),blocker
1178,C/C++ Build properties causes crash,critical
1179,The watchpoint property dialog shows the filename rather than the project.,minor
1180,The watchpoint property dialog shows the filename rather than the project.,minor
1183,Wrong file is getting  opened,major
1186,Cannot debug on Windows XP or Solaris 9: No stack,blocker
1187,Cyclic import of 2 project sometimes causes exceptions,major
1189,many java.lang.StackOverflowError in indexer,critical
1190,Searching for enums is broken.,major
1191,CDT does not emit proper CElementDelta when rename refactoring is done.,critical
1192,[MBS]ClassCastException in the multiversion support functionality for tools,major
1194,managed makefile,major
1195,CModelBuilder runs into infinite loop,critical
1197,[Preferences] Eclipse blocks at startup due to saved open CDT editor,major
1198,"Declarations-> Project, searching returns nothing",major
1199,Parsing header files even when set not to parse header files,major
1200,New Class wizard does not give error when entered a class name that already exists,major
1202,Rename on C++ elements in C/C++ Projects view changes the filename instead of the element name.,major
1204,Accidental installation into Eclipse 3.1.2,minor
1206,c++ indexer: collision betw. variable & namespace name if both have the same name,minor
1207,C++ Indexer no longer shows progress indication,minor
1208,Loop at startup - reoccurance of 135761?,blocker
1209,Infinite trap when trying to launch Eclipse.,blocker
1210,CDT Indexer and Language changes are incompatible,blocker
1211,Disassembly Window hang for inline function,critical
1212,NPE in ToggleBreakPointAdapter,major
1213,Can't create new C-project,major
1214,"[Debug] [CDI] Watch expressions cause ""memory leak"" / slow down",major
1215,some tasks when cancelled doesn't get cancelled et all,major
1217,Single steping a mult-thread program to fast results in unexpected behavior,major
1219,Search for nested namespaces broken.,major
1222,Mutex and semaphore locks not honored in debug mode,major
1223,Livelock in CDT,blocker
1224,SWT Error when creating XML/HTML/CSS/JavaScript editor,major
1225,PDOM Search for methods and fields broken?,major
1227,The DSF plug-ins miss the provider name,minor
1228,Inactive code highlighting assumes syntactically correct #ifdef's,major
1229,perference change listner error while launching Eclipse,blocker
1230,gcc per file scanner discovery fails for recursive make in subdirectories,major
1231,Open Definition gets confused by forward class declaration,major
1233,UI hangs when expanding ELF binary file,major
1235,Duplicate addListener call in Signals view,trivial
1236,Debugging multi-threaded C++ apps fails in eclipse,major
1237,Unable to start CDT feature,major
1239,console truncate the gcc output,major
1240,console truncate the gcc output,major
1243,A copied project uses the same PDOM database as its master,major
1244,org.eclipse.cdt.internal.core.CDescriptor performs unnecessary encoding conversion on save,minor
1245,character encoding problem with IProposalFilter.java,blocker
1246,character encoding problem with IBuildEnvironmentVariable.java,blocker
1247,Deadlock in PathEntryManager / ManagedBuilder,major
1248,Hygiene - no version tolerances,critical
1249,"An internal error occurred during: ""Launching"".",major
1250,Eclipse failed to launch for German and Spanish translations,blocker
1251,C/C++ Template preference page didn't get translated properly,blocker
1252,"""An unexpected error"" crash",major
1254,ImportExecutableWizard allows to finish with an empty configuration name,major
1256,Debug session is not to be created,major
1257,Incorrect offsets in PDOMPointerType and PDOMQualifierType,minor
1259,"If I have a link file like this : ""ln -s ../ src"" in my project , Eclipse will easily lead to out of memory while refesh the project .",trivial
1260,Duplicated accelerator key in New Source File dialog,minor
1261,NPE on trying to search for References in Working Set,blocker
1262,[Indexer][Scanner] Strange null characters during C source parsing,major
1263,Clicking includes in C/C++ project causes eclipse exception,blocker
1264,typeid-node cannot be differentiated of a typeof-node,minor
1265,Full indexer fails on parsing freetype library.,major
1266,"Make, order of -L cause g++: no input files error",major
1267,"An internal error occurred during: ""C/C++ Indexer""",critical
1268,Modules View does not compile with Eclipse 3.3M3,blocker
1269,Error while loading workspace,major
1270,Cannot start debug Session,major
1271,Other Objects on Win,major
1272,Incorrect syntax highlight of numbers,minor
1275,Parser fails with stack over flow exception,major
1276,Clean Project cleans the whole workspace,major
1277,GCC error parser depends on English locale,major
1279,End key should go to very end of line,minor
1280,Last function or structure not folding in C,minor
1281,Indexer does not index imported folders.,major
1282,indexing options are not working,blocker
1283,Internal Builder does nothing,major
1284,[breakpoints] Debugger stops at breakpoint which is disabled,major
1286,CDT ignores all breakpoints on shared-libraries and suspend button is always disabled,blocker
1287,Build failed: Internal builder error occured,major
1289,Deadlock accessing build info while indexer is running,critical
1290,Error notifying a preference change listener. Check the log for details.,blocker
1291,class name is always reported as empty in new class wizard,major
1292,org.eclipse.cdt.core.parser.CodeReader defects,minor
1294,Paging scheme for PDOM prevents indexing of Firefox 2.0,critical
1297,Outline not including every functions in file,major
1298,Can't start eclipse - infinite loop with error message boxes,critical
1299,Deleting a project deletes the files within the project,major
1300,type-id expression node has incorrect length info,minor
1301,Internal builder does not handle linked folders,major
1302,Error notifying a preference change listener,major
1303,Creating C/C++ run configuration triggers ArrayIndexOutOfBoundsException,major
1304,Cannot open editor for external translation units,blocker
1305,Indexer tasks are deadlocking in UI JUnit test,blocker
1307,[terminal][serial] RXTX prints to stdout when terminal is opened,minor
1308,"ANSI C's 'scanf()' and 'printf()' confused in Console [see comment 2, comment 8, comment 43 and comment 47 for workarounds]",major
1309,ANSI C's 'scanf()' and 'printf()' confused in Console,major
1310,ASTProvider locked up waiting on a notify().,major
1311,[Working Set] working set cannot be restored for closed projects,major
1312,[Scanner Discovery] Per file scanner discovery is broken with the New Project Model functionality,major
1313,Eclipse launches a large number of programs if it is forced to quit,minor
1314,"Opening a project performs an unwanted ""make clean""",major
1315,Not showing apps in Navigator Window,major
1316,Content assist always displays base types,major
1320,New Project Path cannot be a subset of Current Workspace.,major
1321,"Call hierarchy, internal error occurred during: ""Child Node Computation"".",major
1322,Debug is broken after M5,major
1323,Problem with parsing of standard gcc header files,major
1324,[New project model] To include dirs displayed in C/C++ Project view,major
1325,[New project model] Invalid warnings about includes in problems view,major
1326,[Build] Include directory from workspace shows up invalid,major
1329,missing builder (org.eclipse.cdt.make.core.makeBuilder),major
1330,Suspend and terminate does not work with gdbserver and Cygwin,blocker
1331,CDT debugger does not stop when GDB reports that it stopped execution,blocker
1332,C/C++ Parser preferences page should be merged with the Indexer page,minor
1333,Labels on C/C++ preference page are confusing,minor
1334,bad capitalization of GNU,minor
1335,Save file problem,major
1336,Indexer throwing exceptions,major
1337,C++ Perspective not show with CDT-4.0 M5,blocker
1338,Crash with Ubuntu Edgy (6.10),blocker
1340,Build directory is not honored for Makefile project,major
1341,No way to change order of include directories,major
1342,[patch] single-line comments incorrectly retained in macros,major
1343,Make Target build fails to build subcomponents,major
1344,Extra include paths self generation bu the CDT,major
1345,"Type resolution does not work with class ""using"" directives",major
1347,Syntax scanner failure with macros in function prototype declaration,major
1349,Mock33: [English] Import C/C++ Executable Wizard Problem,major
1351,cdt.ui won't compile against Eclipse M6,critical
1352,"[model] Rename ""view model"" references to ""viewer model"".",minor
1353,New source folder wizard dont updates / overwrites source locations,major
1354,new source folder wizard creates extra includes paths,major
1355,Workspace hangs after typing . (period / full-stop) character,major
1356,BIDI3.3:HCG_  C/C++ editor RTL in mirrored Eclipse.,major
1357,BIDI3.3:HCG_ Console works wrong with UTF-8,major
1359,Stack Overflow in PDOMCPPNamespace,critical
1360,[Scanner] Infinite loop with incomplete string literals in macros,major
1361,CModelBuilder2 does not set ICElementKind correctly.,major
1362,CModelBuilder2 does not build model correctly for function pointer with array parameter.,major
1363,Indexer Include Browser does not handle conditional recursive  inclusion properly,major
1364,Indexer does not index copied files.,major
1365,Source missing from SDK builds,major
1366,Linker flags not being saved in C/C++ Build settings property page,major
1367,ClassCastException in indexer,major
1368,NPE in indexer,major
1369,NPE when startup up Eclipse: CView/Managed build,critical
1370,DBCS3.3: Convert C/C++ project wizard won't be launched,major
1371,Converting Managedmake Project from 3.1.2 to 4.0.0 failed,major
1372,Wrong enabledWhen condition causes property page to be displayed  in improper place,critical
1373,Preferences dialog error,blocker
1374,"""Remove All Globals"" action is always enabled",minor
1375,[Content Assist] no proposals after left parenthesis in plain C,major
1376,Not implemented exception during parsing CPP files,major
1377,Some error markers are not cleared on rebuild (clean),major
1378,[Project paths UI] Exclusion pattern dialog shows JAVA example,minor
1379,"""Use Parallel build"" option reset when restarting eclipse",minor
1381,DBCS 3.3 - No Convert C/C++ Project wizard on Vista,major
