,summary,severity
1264,I still see deleted public IMAP folders that I use to subscribe to,major
1265,Attachment icon in the Message list comes and goes for a message with no attachments,minor
1266,Contacts disappeared in address book.,major
1267,Crash on marking mail as Junk (Local Folders) [@ nsMsgDBView::PerformActionsOnJunkMsgs],critical
1268,"Thread cannot be expanded if ""unread"" filter is active and new mail arrived",minor
1270,Thunderbird crashes immediately after pressing 'Customize' [@ nsXULTemplateBuilder::ContentRemoved],critical
1271,crashed on startup [@ nsMsgIdentity::getFolderPref]  [@ ntdll!RtlAllocateHeap+0xef],critical
1274,excessive cpu with ldap autocomplete in message compose,minor
1275,some accelerator keys work inconsistently in Options / Preferences due to switching tab panels,minor
1277,Hang on incremental search in main window,critical
1278,clicking mailto link with parameters opens compose window with empty fields.,major
1279,https://survey.mozilla.com/ doesn't have a Thunderbird-specific survey,critical
1280,Thunderbird resets itself and downloads multiple messages,major
1281,Crash on search in threaded mode,critical
1283,Wrong/Negative Message Counts (Unread -1 Total -1) in statusbar when account selected,minor
1284,Mime attachment (PDF) corrupted on download,major
1285,TB crash when attaching/saving attachments,critical
1286,HTML background color doesn't fill entire window,minor
1287,Autocomplete is broken in Today's Trunk Build,blocker
1288,Search messages does not recognize 3/01/2006,minor
1290,Multiple retreiving of the same email on a pop3 account,major
1292,"Few pixels tall white space above ""From:"" in compose window",trivial
1293,clicking on links within an email causes Internet explorer operating problems,major
1294,"sometimes pop3 mails don't visible in Inbox folder, except the mails which are filtered to virtual folders",major
1296,New Mail Notification not dismissing properly,major
1297,Opening mail with extremely long subject line causes crash,critical
1299,"When I open Thunderbird, it says that it is already running and to close the other instance or restart my computer.",critical
1300,"Installer fails with error:""Error occurs during installation Cross platform COM: -202 Access Denied""",critical
1301,Moving messages from local folder to IMAP folder causes message status to be reset,major
1302,new windows open showing only the first 1 inch width of the title bar,major
1303,Window stretched to the minimum,major
1305,New mail alert is missing,major
1306,Microsoft Word will not send file as attachment,major
1307,TB 1.5.0.2 - 100% processor utilization processing IMAP IDLE,major
1308,Interface Error with SeaMonkey When Selecting Links in Newsgroup Messages,major
1309,Thunderbird takes a long time to load,critical
1310,Talkback missing from 1.0.8 Thunderbird respin,blocker
1311,"message filing sub-menus do not display correctly in a dual-monitor system with monitor 2 on top, when a top-level folder has many sub-folders",minor
1312,Interaction between folder-name tooltip and new-mail notifier popup,minor
1313,"reproducable button painting problem in ""compose send format"" sheet / dialog and tooltips",minor
1314,crash if I try to save an email message or save an attachment,critical
1316,Thunderbird does not support application menu under Cocoa widgets,major
1317,crash (segfault) when I collapse/expand a newsgroup thread,critical
1319,"hangs, gets instable and high memory usage while opening mails with huge images",critical
1321,Thunderbird crashed when working with orca screen reader.,critical
1322,Missing Gnome Window List Thunderbird Icon,minor
1323,Formatting toolbar forces minimum width in HTML compose window (stops wrap/flow at window edge),minor
1324,TLS not working as intended - Thunderbird tries to log on using username/password before asking for encryption,major
1326,all-composition of filters acts like any composition,major
1328,"Thunderbird (and Firefox) 1.5.0.2 are unusable, versions 1.5.0.1 work fine",critical
1329,Crash when cancelling copy of sent mail (large attachment) to Send folder,critical
1332,Cannot run two profiles at once,major
1333,"Profiles, folders address book are lost after reinstall windows",critical
1334,cursor creates ghosting when backspace is used,trivial
1335,Thunderbird hangs if it's closed while Print dialog is open,critical
1336,Thunderbird will immedietly Crash,critical
1337,New message composition window always open at same size regardless of user resizing,minor
1340,random crash alt-tab'ing out of the message compose window 64 bit kubuntu,critical
1341,search folder ignores encrypted email,major
1345,"new mail arrives but not shown in inbox. it appears after switching to junk and back to inbox again (after refreshing the inbox). started to occur after setting ""move junk to junk folder"".",major
1346,"After downloading rest of truncated message, it disappears",major
1347,Can't send mail anymore cause thunderbird keeps asking for password,major
1348,Can't send any mail,major
1349,Instant crash when using LDAP directory server (autocomplete and LDAP download),critical
1350,Find Text in Message not working (TB 2a1),major
1352,Print Preview window forced behind originating window,minor
1353,Autocomplete doesn't work on 1.8 branch,major
1354,Columns in folder pane not resizable,minor
1355,Issues with Account Wizard,major
1356,pasting base64 msg contents into new compose window results in hang...,critical
1358,Printing emails,major
1362,"Search for mail ""to"" through IMAP crashes",critical
1364,"Text repositioned (scrolls), when caret moved via arrows over ""misspelled"" word",minor
1365,Occasionally misses a new message or two during IMAP IDLEs,major
1366,crashes X server if I go over this mail,critical
1367,quote bar spacing differs on left vs right side,trivial
1368,copy paste from the shell crashs thunderbird unexpectedly,critical
1369,filter by date makes certain dates impossible,major
1372,Message compose window's menulist (dropdown) arrow is vertically stretched,minor
1373,"Redundant ""(*.xpi)"" in Tools->Extensions->Install pop-up",trivial
1374,Clicking Middle Button (autoscroll) in Mail Window has Wrong Directional Pointer,minor
1377,Sort by order (Ascending/Descending) does not affect the messages after the folder being grouped By G,minor
1378,will not connect to send mail (as in #295949),major
1380,"Escape key should cancel ""send in Unicode (UTF-8)?"" dialog",minor
1381,"""Grouped By Sort"" (for status) has no Group for ""Unread"" messages - Both Unread AND read are shown as ""Read""",minor
1383,Prompts for compact folders when switching to another folder after startup,minor
1384,T-Bird does not exit properly,critical
1386,TB crashes when trying to inspect chrome://messenger/content/messengercompose/messengercompose.xul [@ nsGlobalWindow::`vftable'],critical
1387,The accessible table implementation in Thunderbird appears to be implemented incorrectly.,major
1388,hang entering newsgroup or news message,critical
1390,"After entering address using ""alt-numlock"" char entry, focus behaves strangely",minor
1392,Todays regression - unable to toggle View->Headers->All/Normal,major
1394,"umlaut  within an attachment's directory-name results in ""unable to save your message...""",major
1395,"""New folder"" context menu no more present in TB 2.0a1",minor
1396,Send button in spell check window does nothing,major
1397,Inbox duplicates itself,critical
1398,Preview Sound button is disabled if you choose to use the System New Mail Sound,minor
1399,Phantom undead accounts and folders,major
1403,Inbox Date sort order is reversed in Windows/Linux dual-boot,minor
1404,Thunderbird crashes when canceling while delivering large email to imap sent-folder,critical
1406,unable to send e-mail using Verizon dsl.,major
1409,TB opens more than one main mail window,major
1410,End key jumps to beginning of one-character-long lines,trivial
1411,File > Quit hangs tb if expunge inbox on exit is set,major
1412,Context menus in message body not hiding 'Tag' submenu,minor
1413,Can not add new dictionary,major
1415,"Using other inbox account for incoming mail uses erroneus account names for storing sent,drafts,templates folders by default",major
1417,Thunderbird goes catatonic (occasionally) after wake from sleep,critical
1418,"AB - New List dialog - after adding/typing new recipients email addresses (w or w/o autocomplete), pressing Enter (CR) to move to next line closes dialogue [Mailing lists]",minor
1420,Crash when sorting by tags column and than group by sort,critical
1422,Problem with numerating lists in Address Book,minor
1423,"thunderbird crashes when opening it, 5 seconds after, so can't get my mails!",critical
1424,Can't change Local directory in sever setting,major
1425,Default Tags are not being set as the correct imap keywords on the imap server,major
1426,Cannot search by Tag on imap folder,major
1428,Memory write error on launch then closes,critical
1429,"the ""unread"" column header on mac shows both a radio and a twisty overlapping",minor
1430,Updated old version of Thunderbird and my shortcuts to Firefox now open Thunderbird.,major
1431,Viewing E-mail containing malformed HTML launches external app,major
1432,Thunderbird breaks Exchange when installed on server,major
1433,Non-custom install progress meter refers to installing optional components when there aren't any,minor
1434,attachments not forwarded,major
1435,i18n not working for command-line switches such as -compose,minor
1436,S/MIME signed messages are invalid when message body contains £ character,major
1437,"TB thinks I'm trying to encrypt, when I'm not",major
1438,Pane deselected after opening/closing View Source,minor
1439,"the word ""Goto"" shouldn't be used in the UI (Tools > Options > Privacy > Junk)",trivial
1443,does no longer offer to open application/octet-stream attachments,major
1444,Crash when restarting Thunderbird [@ libc.so.6] [@ PL_DHashAllocTable],critical
1445,Huge Memory hole,major
1446,Indicators for 5 default tags/labels do not persist (IMAP),major
1447,It crashes when the message is moved [@ szone_malloc] [@ DispatchEventToHandlers],critical
1448,Rebuilding mailbox index using File/Properties changes message list view but not current mailbox,minor
1450,Can not rename folders,minor
1451,100% CPU hang in Thunderbird,major
1452,*SECURITY FLAW* Password to access email can be circumvented easily.,major
1454,Empty spell check window pops up with no errors,minor
1458,create new account window cropped,minor
1459,Thunderbird uses wrong SMTP for Accounts,major
1460,adaptive junk mail is not functioning properly,major
1461,"Accesskey for ""Proportional"" is not displayed in the preference font panel",trivial
1462,Missing accesskeys in font pref panel,trivial
1464,"unknown content type dialog, mime type needs to be wider and should not be selectable",trivial
1465,"Preferences shortcut Command-,   : I have to press it twice",minor
1466,New mail alert is not displayed (folderSummaryInfoEl.parseFolder is not a function),major
1467,"""Apply Downloaded Update Now..."" menu is misaligned",trivial
1468,Thunderbird crashes before finished importing mail from Eudora 7.0.1.0 light mode [@ ntdll.dll + 0x11430] [@ JS_ArenaAllocate],critical
1469,menu items mis-aligned in the Window menu for the compose window and addressbook,minor
1470,[Gnome] Bad display on some options since landing for bug 345887,trivial
1472,"PC boot -> TB start ->TB starts as it is new , all mails are ????? -> need to reperformed my folders",critical
1473,NEW THEME -- header information panel lacks padding,trivial
1475,Unable to Start Up Debug Thunderbird Build Today,blocker
1476,hotmail will not recieve any mail composed with thunderbird,critical
1479,Revised qute: Mail history buttons not displayed as small icons,minor
1482,Thunderbird very slow to display mails on IMAP server at the first time.,major
1483,Accesskeys 'g' and 'l' in Tb menus are sub-optimal,trivial
1484,Thunderbird crashes when pasting an image from clipboard from Photoshop [@ GetLocalRect],critical
1485,Crash loading a saved search after dismissing the folder properties dialog [@ nsMsgXFVirtualFolderDBView::RemovePendingDBListeners],critical
1486,Messages in inbox vanished,critical
1488,Reply not working in build 20060901 (Editor Instance is DOA),blocker
1489,"click ""Get Mail"" icon aka get new messages - NOTHING HAPPENS",major
1490,arrow does not change to finger over URL,minor
1491,Cannot delete message in Thunderbird 2.0a1 from message pane,major
1492,"Recent mail missing in Inbox after crash, also Get Mail button not working",minor
1493,Match all messages in the filter and save search dialog hides UI elements,minor
1494,Crash when sorting results in search messages [@ nsMsgDBView::GetCurColumnHandlerFromDBInfo],critical
1496,Saved Search/Local Folder Unread view issues,major
1497,Crashes when scrolling in message preview pane,critical
1499,clicking below the last line does not move cursor to last position,minor
1500,Typing a URL in new message produces Part 1.1.2 attachment and about:blank link,major
1501,"Thunderbird keeps crashing while open, but idle in background [@ morkNode::CutStrongRef]",critical
1505,PDF Attachments Corrupt,major
1506,"Selection stays colored after removing old labels (pop, local)",minor
1507,thunderbird stopped responding in in __lll_mutex_lock_wait,critical
1508,Prefs: General tab contains mis-sized button,trivial
1509,Error when sending mail via SMTP.  Failure to send.  Web based email sends without difficulty.,major
1510,Move mail between IMAP folders does not work (trunk),major
1512,Messages that I have sent are sent to the Sent folder but upon opening them they are blank or apparently corrupted.,major
1513,"on mac, when there are no windows, hide the separator in the Window menu",trivial
1514,"extra space in info text in updater (between text and ellipsis)  ex:  ""a few moments ...""",trivial
1516,Preview text (Folder Popup/New Mail Alert) displays incrementally for multiple messages,minor
1517,No error dialog when attempting to create multiple lists of the same name in separate address books,minor
1518,hang when setting Thunderbird to be default newsreader in Vista,major
1519,Changes for 338318 cause error message embedded in thunderbird chrome,major
1520,Activation of junk controls does not create junk folder,major
1521,[mac] Consider increasing width of Folder widget icon,minor
1523,Status bar disappears off bottom of screen if message preview is below certain height,minor
1524,Menu>Message>Forward As ... Touch Type don't Pop-up,minor
1525,New Mail Sound Browse doesn't remember last used path,minor
1526,"No display of message contents in Message Windows, can see in Preview Panel and View Source",major
1527,slow load of message,major
1529,semicolon-separated address list fails to wrap in envelope,minor
1530,Thunderbird is still running after reboot,major
1531,"Task Doesn't Close, hangs on shutdown trying to empty the imap trash if we've lost connections to imap server - thunderbird process remains",major
1532,"The spell checker flags ""etc."" when set to English/New Zealand",trivial
1533,Random Thunderbird crashes at startup,critical
1534,mbox name of special folder persists in panacea.dat,minor
1535,body message with special Chracter with some sender,minor
1538,Account wiz talks about 'Tools menu' where 'Edit menu' should have been used on linux,minor
1539,Thunderbird silently ignores attachments if a file using the same name exists in moz_mapi folder (sends wrong / old / stale / previous version of attachment instead!),major
1540,right-hand account settings panels are not accessible,major
1541,hang after sending mail,critical
1542,connection to IMAP server fails without error,major
1543,[Vista] Attachments cannot be dragged and dropped onto message compose window.,minor
1544,It cannot import properly the MIME stuff from previously saved .eml !!!,major
1545,Thunderbird 1.5.0.7 crashes at startup,critical
1546,hang after launch when downloading a specific malformed spam email using IMAP,critical
1547,"""Mark all read"" is disabled on news (NNTP) folders in ""Unread folders"" view after reading few messages",minor
1550,IMAP displaying ghost folders on startup,major
1551,default sort doesn't save,minor
1555,Marking message as spam always selects and shows next message,minor
1556,Selected message should not change if it is not deleted,minor
1557,Deletes last viewed Email when program closes,critical
1559,Drag attachment to Desktop fails,major
1560,Will freeze mid download of emails when asked to repsond to read request during email recieving.,major
1562,Mailboxes sometimes do not display one unread message when displaying ALL messages,major
1563,"Sender drop down menu hides more than three entries, without presenting a vertical scrollbar",minor
1564,hang if I close the mail window while checking for new POP mail,critical
1565,cannot search tags,major
1566,Thunderbird Won't Start,critical
1567,Font Preferences + Large Fonts: size dropdowns too small,trivial
1568,window focus switched at startup,minor
1569,during composition: images are not displayed in the message body,major
1571,"Canceling ""send"" of a message thereafter produces a duplicatable ""relaying denied"" alert message when trying to send any subsequent messages to that particular address from that particular sending address",major
1572,Thunderbird SMTP client does not honor SMTP negative responses codes and state machine.,major
1576,Junk status is lost when moving or deleting a message using IMAP,major
1577,File -> Subscribe menuitem gives imap/nntp subscribe dialog when feeds account or folder selected,minor
1579,Will not get mail after update to latest Thunderbird 1.5.0.8,major
1580,"After updating theme from inside TB, in %TEMP% temains temporary files",minor
1581,creating new sub mail folder  creates it somewhere else with ^ within the name,major
1582,Mail toolbar option in toolbars menu appears unchecked even if mail toobar is visible,minor
1583,"Creating subfolder named XXXX creates directory named XXXX, not XXXX.sbd",major
1584,"Sort preference remebered for some folders, forgotten for others",minor
1585,"eMail appears not under folder ""Today"", but is shown as if the eMail was the folder ""Today""",major
1586,Message aging with grouped views can crash [@thunderbird-bin + 0x402 (0xb7f13402) 41762308],critical
1587,"nocachedbodybody property in messenger.properties is missing a space between ""Offline."" and ""In the future"".",trivial
1588,No email will be downloaded from POP3 server if there is any email with large attachment,major
1589,Forwarding multipart/related mail corrupts German special characters,major
1590,Address Book quick search text box too short,trivial
1592,"crash while displaying ""xx new messages"" alert",critical
1593,filters operate differntly depending on how they are applied.,major
1594,"After I changed a ""List"", the list props not changed on the screen...",minor
1595,"""Supspected"" typo in privacy.dtd, key phishingDetector1.intro",minor
1596,"""Next unread"" doesn't find messages downloaded in current newsgroup since we entered it",minor
1597,accessibility: crashes while arrowing down treetable in account settings,critical
1598,accessibility: crashes when quitting address book,major
1599,Filters rules disappears when restarting due to >10000  /tmp/tmprules-*.dat files,major
1600,accessibility: crashes when using escape key to exit add-SMTP-server dialog,critical
1602,Documentation incorrectly references windows menu locations and is unclear on where to set plain text format as default.,minor
1603,"message menu for a saved .eml file should not have ""Move Again"" as a menu item",minor
1605,confirmPhishingUrl entity is not logically formulated,trivial
1607,"POP3 ""Leave messages on server"" ignored and always deleted from server",major
1609,Thunderbird autocomplete freezes up to 1 minute after typing one or two characters of an email adress,major
1610,Compose window loses focus if using X-mouse and composer started via command line (thunderbird -compose),minor
1611,Thunderbird and Firefox chewing up cpu cycles even when idle due to continued firing of progressmeter timer,major
1612,Thunderbird will no longer open after I updated to 1.5.0.8,critical
1613,Text is too near to window bottom,trivial
1614,Cursor in Composer after its opening not reach last line at end of message,minor
1615,"Clicking new mail before notification box, causes thunderbird to zombie",critical
1616,Upgrading to a new Thunderbird nightly build loses spell check,major
1617,Thunderbird closes / crashes upon startup when set to default to viewing messages in imap folder.,critical
1619,Saved Search with only one folder to search results in endless loading and high CPU load,critical
1620,Toolbar's 'use small icons' doesn't work first time,minor
1621,thunderbird-2.0b1 fails to move marked junk mail for gmail to junk mail folder.,major
1623,Ensure correct Account is selected after Create Filter From Message,minor
1625,Address Book does not automatically concatenate the First and Last Name Fields to Form Display Name,minor
1630,Update Tb causes sort to change from descending to ascending,major
1631,Installing Thunderbird upgrade 1.5.0.9 deleted files.,critical
1632,1.5.0.9 upgrade -hourglass when clicking on treeview folder after incoming mail filtered,major
1633,"Hourglass on folders window after msg ""Unable to load [...] history.mab [...]"" after update to TB 1.5.0.9",critical
1634,installer file crupt,major
1635,[TB3a1] Message aging + Message Grouping = Incorrect Message Grouping,minor
1636,Crash when opening preférence windows,critical
1637,Some filter criteria disappear,major
1638,Tbird throws some javascript strict warnings,trivial
1639,[TB3a1] memory leak after closing message window,major
1640,Deleting large number of mails in local mail subfolder hangs program with high memory usage,critical
1644,Incomplete favorite folders list on startup for imap subfolders,minor
1646,images not displayed while creating replies/forwards (works in new mail),major
1647,Thunderbird crashes on startup (win xp),critical
1649,dIMAP problem: Thunderbird still tries to connect to server when in offline mode,major
1651,Many labels do not have the LABEL_FOR relation set,major
1654,Dictionary Options tab has issues when there is no dictionary,minor
1656,"Bad button labels in ""Advance to next message"" dialog",trivial
1658,Thunderbird locks up when trying to view account settings,major
1659,no import wizard popup when thunderbird first start,major
1661,"The change for ""Plain Text messages"" in preferences/display can't take effect immediately",minor
1662,TB hangs on exit for about 2 min. with CPU at 100%,critical
1663,Email Address Autocompletion doesn't work reliably after addressing area has been resized,minor
1664,message filters move up/down accelerators toggle enabled state,minor
1665,"Account setting ""OK"" button not saving data (due to junk settings).",major
1666,Folder summary popups crop Sender's name on messages with long subject,minor
1667,"Thunderbird doesn't seem to like Exchange IMAP, 0x800cce43 when starting Thunderbird",major
1668,Large IMAP (shift+)Delete causes Memory Exhaustion,critical
1669,"new mail is marked ""read"" when displayed in ""new mail notification""",major
1670,spell check results from previous message show up (cached compose window related?),major
1671,"TB hangs when attaching a file, while the address auto-complete is still shown",critical
1672,"""Spell Check As You Type"" in the subject line is always on in a new plain text message compose window",minor
1674,"Message automatically marked as spam, then moved to junk folder -- but not junk.",major
1675,Crash or hang during forward,critical
1676,Drag a message to a folder fails when mouse crosses into the sidebar,minor
1677,"When preferences are open, New>Message menu item doesn't open composition window",minor
1678,Emails not available offline when using directory other than default mail directory,major
1679,"crashes some seconds after startup, perhaps during fetching new imap messages",critical
1682,no drag and drop at all,major
1683,Miscellaneous folder picker widget fixes,minor
1684,"In <mail3PaneWindowCommands.js>, ""Error: server has no properties"" on ""Tools"" menu opening",minor
1685,Downloaded mail shows up as blank instead of the actual mail,major
1687,renaming a subfolder results in not being able to see mail contents-renaming back fixes,major
1688,"Cannot delete mail from inbox, receive message ""The current command did not succeed. The mail server responded: [TRYCREATE] Mailbox does not exist..""",major
1689,"All my mails from INBOX dissapeared after using ""compact folders""",critical
1690,Moving an open mail to another folder causes a crash [@ nsXPCWrappedJS::`vftable' 66881da4],critical
1694,Unable to open Thunderbird after system restore,major
1695,Open Attachment from IMAP Account Crashes,critical
1696,"minimizing window doesn't put it at the end of the ""alt-tab"" list.",minor
1697,Junk Mail Config not functional on Multiuser System,major
1700,JS Error when opening .EML file,minor
1702,MS Vista - Mailto: and news: Protocols,major
1703,Font/text degradation (refresh problem) on backspace in message compose window,major
1704,Message Compose window broken,major
1705,3-Pane tab key order unintuitive,minor
1707,Fatal Update,critical
1708,Crash if I attach and send a particular file,critical
1710,egroupware and thunderbird do not get on for ldap address book,major
1712,Crash every time after I used tinderbox build [@ libc.so.6 ],critical
1713,ctrl-w then save crashes composing new message [@ nsMsgCompose::ResetUrisForEmbeddedObjects 57b393a0],critical
1714,Email disappears from INBOX when looking in another folder then going back to Inbox,critical
1715,Implement less-hacky technique for F6-tabbing,minor
1716,Toggling preference mailnews.attachments.display.largeView should update attachment view immediately,minor
1717,Clicking on reply/new message--XML Parsing Error: not well-formed,major
1718,pressing n does not always mean next mail - key shortcuts are not consistient,minor
1719,Running Junk Mail Controls on Folder then Switch Folders Causes Data Loss,critical
1720,Constant periodic crashes,critical
1726,Message header included in e-mail when forwarding a email,major
1727,Mail item context menu has two items with 'm' accelerator,minor
1728,clean up some strict js warnings and errors,minor
1729,"Attach file by drag-n-drop: does not mark compose window ""dirty"", no prompt to save draft",minor
1730,Thunderbird crash on exit [@ morkMap::CloseMap()],critical
1731,"Folder functionality lost when you create a new saved search in an inbox subfolder named as "".""",critical
1732,"When dragging contact to compose window, shouldn't display the attachment bucket to",minor
1733,"security icon ""too bright"" in the compose window",trivial
1737,Version/config bumps for Tb 2.0.0.0,blocker
1738,Thunderbird Add-ons window not themed,trivial
1739,"upper half of characters of subject line displaced, approx half way into text string",minor
1740,IMAP SSL ~ Connection to server XXXXXX timed out.,major
1741,Edit Draft does not function in standalone msg window (MsgComposeDraftMessage is not defined),minor
1742,Expand/collapse twisty button for addressee list in envelope remains visible when moving between messages,minor
1743,Can not save Server Settings: ERROR: am-server.xul hasn't loaded yet! Not saving.,major
1745,Problems with HTML Message Compose Default Text color,major
1746,Box for selected spellchecker collapsed,minor
1748,Reply is blank if started while downloading attachment,minor
1749,Accessibility: Major crashes with JAWS and Window-eyes and the latest nightly builds,critical
1750,Texts in credits is invisible when default text color is white.,trivial
1752,Next Unread menu option keyboard equivalent needs to be visible on Mac,trivial
1753,Copy of sent messages are saved in sent folder,major
1754,cc: and bcc: options not available in message composition window,major
1756,Saving/opening/displaying attachements of attached mails fails,major
1757,The 'Get More Extensions' Line in the Tools -> Extensions Dialog is lost.,trivial
1763,SMTP in Thunderbird 2 RC1 does not work with SSL,major
1764,"Newsgroups does not have provision for ""This server requires me to log on"" Username / Password like Outlook express",major
1765,Search Folder creation usability bug,trivial
1767,"multiple attachements in mail window can't be selected by using shift + clicks, several ctrl + clicks are needed",minor
1768,Message compose window does not open,blocker
1770,Problems with signature...,major
1771,Deleting Attachments on IMAP server stopped working,major
1773,RFC 4314 IMAP ACL delete rights are not honored,major
1774,British Dictionary 1.19 could not be installed in Thunderbird 2.0.0.0,major
1775,Pull-Down Triangles on Toolbar Buttons Not Properly Spaced,trivial
1776,Fatal crash when entering anything to Location -field in custom message alert -browser,critical
1777,Product/Addon Update failed Thunderbird 2,major
1779,"SpamAssasin typo in mailnews.js - causes ""trust spamassassin"" not to work",major
1780,Mail received from wrong account,major
1781,"Inproper sorting of grouped mails (old mail on the top, started in TB1.5)",minor
1782,"Error when moving emails between Inbox, Drafts, Sent and their subfolders.",major
1783,Tracking Bug: Bugs to Fix in TB2.0.0.x before offering a major update,major
1784,"context menu ""move to ... again"" is disabled",minor
1785,adding a later before an earlier mail to a new folder breaks threading,major
1786,Message content pane is blank,major
1787,Multiple times same attachment downloading leading to very slow message loading,major
1788,Thunderbird totally unresponsive and using 100% CPU after leaving program idle for a while,critical
1789,Character Encoding compatibility test should include all mail headers; not just the message body,major
1791,"mail not visible in inbox, but exists",major
1792,Refuses to start [@nsCOMPtr_base::~nsCOMPtr_base] [@0x70150b41],critical
1793,searching by name causes Thunderbird to crash,critical
1795,cannot send/save draft of mails with attachments anymore,major
1796,Clean up packaging files,minor
1797,Tools --> Options window opens with vertical size dependent on previous display,minor
1799,Extra OOo.org dictionaries should not be able to be selected.,minor
1800,"""new mail notification""-symbol in systray doesn't work correctly with imap and incoming mail filters",major
1803,"Build movemail on Mac, just don't put it in the new account wizard in Thunderbird",major
1804,ssl port 995 - can't get mail,major
1805,Trying to access Windows file chooser freezes Thunderbird,major
1806,"OK and Cancel buttons not accessible, Account Settings dialog too tall due to large windows font size",minor
1808,Compose Window does not close after message has been sent (mail send while auto-save is in progress),major
1809,Mail Import Crashes with Divide by Zero,critical
1810,Using ctrl-g in message pane highlights a message header (from or subject),minor
1815,"""Sender"" in mails list different to ""From"" in header view and message",major
1818,locationFolders menulist icon lacks horizontal margin,trivial
1819,Junk filter duplicating messages when connections cached set to 1 plus non-inbox folders configured to get checked for new messages,major
1820,Message filters do not run automatically,major
1822,Content of message appears in accName property of list items in message list,major
1825,Compose pane does not comply with gnome desktop theme settings untill you restart thunderbird.,minor
1826,Thunderbird Trunk Nightly crashes on startup - no Talkback,critical
1828,"Deleting a folder doesn't work if a folder with the same name was deleted in same session, even if Trash has been emptied",minor
1830,Version/config bumps for Tb 2004,blocker
1831,lost of color marks in the receipt window,minor
1832,Thunderbird stops opening browser from mail links after 4 operations,major
1833,Thunderbird repeatedly crashes with Lightning extension installed,critical
1834,"signature text cannot contain space, replaced by newline, wrapped if 'wrap plain text message at 0 characters'",minor
1835,POP3 downloads bailing out after between about 4 and 30 messages,major
1836,Auto Spell checking hangs Thunderbird with words with many equal letters,critical
1837,Block External Images in Sent Folder,major
1838,"Installer can kill Thunderbird before response given to prompt to save drafts ""Thunderbird must be closed to proceed with the installation.""",critical
1839,Deleting an email selects the next email inappropriately,major
1840,Cannot send attachments with cli and file with accents,major
1844,"Count / Number of unread message is wrong when a rule ""delete and mark as unread"" exists",minor
1848,"LABELLED_BY, LABEL_FOR relations should be set for header fields in the Thunderbird message composition window",major
1849,not able to add a new card in inventory,major
1850,quota display not readable on Windows Classic theme,minor
1851,Filters stopped working,major
1853,TB hangs with 100% CPU usage after startup if new IMAP mail is available,critical
1854,Hangs within a minute of launch or on any activity post launch,critical
1855,Unable to Close Tab in Thunderbird 3.0a1pre (20070627),major
1856,Crash at startup [@ strgcmps.dll] [@ nsCookieService::CreateTable],critical
1858,Error in the mozilla-xremote-client on startup,critical
1859,saved search not displayed after switching from calendar,minor
1860,Run Filters on Folder not working correctly,major
1862,"the ""enter password"" popup prevents other accounts from checking for new mail",major
1863,Horizontal scroll in folder list appears and disappears the opposite of when it should,minor
1864,Thunderbird eat memory until crash when opening e-mail with broken vcard,critical
1865,Odd behaviour in for some access keys (accelerators) in server settings prefecences dialog,minor
1866,Cannot send digitaly signed draft - missing attached files,major
1867,Crash when deleting a message from other than the message window,critical
1868,Add image -> tabbing through Image Properties stops tabbing,trivial
1869,Version/config bumps for Tb 2005,blocker
1870,Version/config bumps for Tb 150thirteen,blocker
1871,Thunderbird 2.0 crash(or freeze) after bug 389139(setting Inbox folder of his own is possible),critical
1873,"paste into address book contact notes field, thunderbird hangs",critical
1874,thunderbird/icons/default.xpm mozicon50.xpm icons are bad - icon picture is much smaller than icon size on screen,trivial
1875,Thunderbird complaints of previous process and it´s not able to start up,major
1876,MAILTO Protocol Association doesn't show up,minor
1877,"Recent nightlies invalidate all my filters, fail to locate ""move"" destination",major
1878,Shortcuts like CTRL-Shift-<something> change the selection of From drop-down-list,minor
1879,Version/config bumps for Tb 2.0.0.6,blocker
1881,Thunderbird 2.0.0.6 rc1 candidates have the wrong ProductID,blocker
1882,Detach a already detached message result in 0x80004003 (NS_ERROR_INVALID_POINTER) [nsIMessenger.detachAttachment],minor
1885,mail back/forward menu item formatting is weird (folder - subject:author),minor
1887,quick search clear button invisible,minor
1888,crash after copying and pasting in compose window [@ gfxSkipCharsIterator::SetOffsets],critical
1889,"Messages list pane left blank until ""Get new messages"" action",minor
1890,"crash [@ ClusterIterator::ClusterIterator(nsTextFrame*, int, int)]",critical
1891,crash [@ nsProxyReleaseEvent::Run()],critical
1892,crash [@ nsCOMPtr<nsISeekableStream>::nsCOMPtr<nsISeekableStream>],critical
1893,Crashes when trying to rename a mail folder,critical
1894,Thunderbird crashes when working with filters [@ iid] [@ nsHashtable::Reset],critical
1898,Build ID mismatch on Thunderbird MU snippets,blocker
1899,When creating subfolders with Cyrillic names only one physical folder is created,minor
1900,click address book hangs thunderbird high CPU,critical
1901,"Install fails, causes BSOD, no apparent way to stop the nags for installing update.",critical
1903,User certificates are not retrieved if Address Autocompletion for LDAP is (globally) disabled,minor
1904,"Bug 315625  Still exists, at least when  using IMAP",major
1906,"Unable to ""edit as new"" .EML files attached in an e-mail",major
1907,"Incoming unread (new) messages which are filtered to add tags or stars cause ""new messages"" indicators to deceptively persist",minor
1910,click on card or quick search address book hangs finding card with data in Note - high CPU,critical
1911,status bar is cleared when the start page is loaded,minor
1912,Link to download message not shown for encrypted messages using POP3 'Fetch headers only',major
